plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period,beneficial_companions,harmful_companions,neutral_companions
Purslane- Green,Portulaca oleracea,herb,Annual 30cm; Culinary herb; Sweet and sour flavour,50-60 days,30cm,3mm,"Full sun, moist well drained soil",Spring and summer,7-10 days @ 15-35°C,Sow direct or raise seedlings,Frost tender Annual,Sweet and sour flavour,"**Purslane** (*Portulaca oleracea*) is a delightful annual herb that grows up to *30cm* tall, offering an upright habit with crisp, juicy green leaves. Its mild, **sweet and sour flavor** makes it a versatile addition to your kitchen, perfect for enjoying raw in salads, adding to soups, or using as a vibrant garnish. Beyond its culinary appeal, purslane is **incredibly nutritious** and can even act as a natural thickener for soups and stews. This plant is a true gem for both your plate and your well-being, offering **culinary and medicinal benefits**.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Purslane- Green_Portulaca oleracea/Purslane- Green_Portulaca oleracea_1.jpg,"January, October, November, December","January, February, September, October, November, December","January, February, March, August, September, October, November, December","January, August, September, October, November, December","January, February, September, October, November, December","corn, tomatoes, peppers, potatoes, broccoli","carrot seedlings, lettuce seedlings, radish seedlings","beans, onions, garlic, established herbs"
Pyrethrum,Chrysanthemum cinerariifolium,herb,Perennial 40cm; Flower heads are used to make an insecticide; Good for flower beds and garden borders,100-120 days,35cm,4mm,"Full sun, moist well drained soil",Spring,7-10 days @ 15-21°C,Sow direct or raise seedlings,Hardy Perennial,Sweet and sour flavour,"Discover the charm of **Pyrethrum** (*Chrysanthemum cinerariifolium*), a hardy perennial that reaches about *40cm* in height. This attractive plant features **grey-green foliage** and produces lovely **white daisy-like flowers with yellow centers**, making it a beautiful addition to **flower beds and garden borders**. Pyrethrum also offers practical benefits; it **repels insects** and its dried flower heads can be transformed into a natural insecticide. This versatile plant is **great for containers**, borders, and beds, and its blooms are wonderful for **cut flower arrangements**, offering both **ornamental and medicinal uses**.",White/Cream Flowers; Container growing; Borders; Beds; Medicinal use; Ornamental use; Cut flowers,"Open pollinated, untreated, non-GMO variety of seed",Pyrethrum_Chrysanthemum cinerariifolium/Pyrethrum_Chrysanthemum cinerariifolium_1.jpg; Pyrethrum_Chrysanthemum cinerariifolium/Pyrethrum_Chrysanthemum cinerariifolium_2.jpg; Pyrethrum_Chrysanthemum cinerariifolium/Pyrethrum_Chrysanthemum cinerariifolium_3.jpg; Pyrethrum_Chrysanthemum cinerariifolium/Pyrethrum_Chrysanthemum cinerariifolium_4.jpg,"September, October, November",,,,,"broccoli, cabbage, tomatoes, roses, fruit trees",none,"carrots, beets, lettuce, onions, peppers"
Rocket,Eruca sativa,herb,Salad green; Rich peppery flavour; Large green serrated leaves,60 days,40cm,3mm,"Part or full sun, well drained soil",Spring and autumn,7-21 days @ 15-20°C,Sow direct or raise seedlings,Hardy Annual,Rich peppery flavour; Sweet and sour flavour,"Elevate your salads with **Rocket** (*Eruca sativa*), an annual herb that can grow up to *100cm* tall. Its **large, green, serrated leaves** boast a **rich, peppery flavor** that adds a delightful zest to any dish. While most celebrated as a **salad green**, Rocket can also be cooked as a delicious leaf vegetable, with the **young, tender leaves** being particularly prized. This adaptable plant **tolerates cold weather** and is an **excellent choice for growing baby leaf and microgreens**, making it a fantastic and flavorful addition to your culinary garden.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Rocket_Eruca sativa/Rocket_Eruca sativa_1.jpg; Rocket_Eruca sativa/Rocket_Eruca sativa_2.jpg,"February, March, September, October, November","February, March, August, September, October, November","March, April, May, June, July, August, September, October",,"March, April, May, August, September, October, November","beans, peas, onions, rosemary, lettuce, mint","cabbage, kale, broccoli, strawberries, fennel","tomatoes, carrots, beets, cucumbers, peppers"
Rocket- Olivetta,Diplotaxis erucoides,herb,Perennial 25cm; Popular Italian variety,80 days,10cm,3mm,"Part or full sun, well drained moist soil",Spring and autumn,10-21 days @ 15-20°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Sweet and sour flavour,"**Rocket- Olivetta** (*Diplotaxis erucoides*) is a **popular Italian variety** of perennial herb that grows to *25cm* tall. This delightful plant boasts a **vigorous upright habit** and produces long, narrow leaves with an **excellent nutty flavor**. It's a **long-season variety** known for its **great productivity**, making it a fantastic choice for continuous harvesting. Commonly featured in Italian cuisine, its leaves are perfect for adding to pastas, pestos, and risottos. You can easily grow this herb in **containers**, and for the best taste, harvest the leaves when young. It thrives as a **cut-and-come-again plant** and can even be grown for **baby leaf** production. Also recognized as ""Smooth Leaf Arugula,"" ""White Rocket,"" or ""White Wall Rocket,"" this versatile herb is a must-have for any culinary garden.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Rocket- Olivetta_Diplotaxis erucoides/Rocket- Olivetta_Diplotaxis erucoides_1.jpg; Rocket- Olivetta_Diplotaxis erucoides/Rocket- Olivetta_Diplotaxis erucoides_2.jpg,"February, March, September, October, November","February, March, August, September, October, November","March, April, May, June, July, August, September, October",,"March, April, May, August, September, October, November","beans, peas, onions, rosemary, lettuce, mint","cabbage, kale, broccoli, strawberries, fennel","tomatoes, carrots, beets, cucumbers, peppers"
Rocket- Wasabi,Diplotaxis erucoides,herb,Annual 25cm; Wasabi-like flavour,60 days,10cm,3mm,"Part or full sun, well drained moist soil",Spring and autumn,7-14 days @ 15-20°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Wasabi-like flavour; Sweet and sour flavour,"**Rocket- Wasabi** (*Diplotaxis erucoides*) is an annual herb reaching *25cm* in height, celebrated for its **unique wasabi-like flavor**. This plant features an upright habit with elongated, spoon-shaped green leaves that have delicately **serrated margins**. Its taste offers a **medium fiery heat**, reminiscent of wasabi or horseradish, making it a popular and exciting addition to salads, sandwiches, or as a zesty accompaniment to seafood. Both the leaves and the small white flowers are edible, adding beauty and flavor to your dishes. This herb is **perfect for container growing**, allowing you to enjoy its distinctive taste even in small spaces. Harvest the leaves when young for the best flavor, and appreciate its ability to be a **cut-and-come-again plant**.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Rocket- Wasabi_Diplotaxis erucoides/Rocket- Wasabi_Diplotaxis erucoides_1.jpg,"February, March, September, October, November","February, March, August, September, October, November","March, April, May, June, July, August, September, October",,"March, April, May, August, September, October, November","Dill, Mint, Rosemary, Nasturtium, Onion, Bush Beans, Borage","Cabbage, Kale, Broccoli, Fennel, Strawberry","Lettuce, Spinach, Carrot, Beet, Peppers"
Rosemary,Salvia rosmarinus,herb,Perennial 100cm; Culinary and medicinal herb; Highly aromatic,100-150 days,150cm,3mm,"Full sun, moist well drained soil",Spring and autumn,15-25 days @ 21-27°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Sweet and sour flavour; Best flavour of the common thyme varieties,"**Rosemary** (*Salvia rosmarinus*) is a **highly aromatic perennial** herb that grows into a bushy evergreen shrub, reaching up to *100cm* tall. Its **distinctive green needle-like leaves** are a staple in the kitchen, lending their wonderful flavor to meats, vegetables, soups, stews, sauces, and pasta dishes. Beyond its culinary appeal, Rosemary also possesses **medicinal uses** and is a **very attractive plant**, often cultivated for its ornamental beauty. It can even be trained as a charming **hedge** and is known to **attract bees**, contributing to a healthy garden ecosystem. This versatile herb is a true treasure for both flavor and form.",Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Rosemary_Salvia rosmarinus/Rosemary_Salvia rosmarinus_1.jpg; Rosemary_Salvia rosmarinus/Rosemary_Salvia rosmarinus_2.jpg; Rosemary_Salvia rosmarinus/Rosemary_Salvia rosmarinus_3.jpg; Rosemary_Salvia rosmarinus/Rosemary_Salvia rosmarinus_4.jpg,"March, April, May, September, October, November","March, April, May, September, October, November","March, April, May, September, October","May, June","March, April, May, September, October, November","Cabbage, Broccoli, Kale, Carrots, Beans, Sage","Mint, Cucumber, Pumpkin, Tomato","Lavender, Thyme, Oregano, Peppers, Strawberries"
Rue,Ruta graveolens,herb,Perennial 50cm; Medicinal herb; Good for borders and rockeries,110-130 days,50cm,5mm,"Part or full sun, moist well drained soil",Spring,7-21 days @ 20-22°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Sweet and sour flavour,"**Rue** (*Ruta graveolens*) is an **evergreen perennial** that reaches a height of *50cm*. This upright plant boasts striking **blue-green foliage** and produces delicate, *four-petaled yellow flowers*. Its most captivating feature is its **very aromatic, orange-like fragrance**, making it a delightful addition to the garden. Beyond its sensory appeal, Rue has a history of **medicinal uses** and is particularly well-suited for planting in **borders** and **rockeries**, adding texture and fragrance to these garden features.",Rockeries; Borders; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Rue_Ruta graveolens/Rue_Ruta graveolens_1.jpg; Rue_Ruta graveolens/Rue_Ruta graveolens_2.jpg; Rue_Ruta graveolens/Rue_Ruta graveolens_3.jpg,"September, October, November",,,,,"Roses, Raspberries, Figs, Lavender","Basil, Sage, Cucumber, Cabbage","Marigold, Tomato, Peppers, Onions"
Sage,Salvia officinalis,herb,Perennial 45cm; Culinary and medicinal herb; Very aromatic,60-90 days,50cm,5mm,"Full sun, well drained soil",Spring or after frost,7-21 days @ 18-21°C,Sow direct or raise seedlings,Hardy Perennial,Sweet and sour flavour; Best flavour of the common thyme varieties,"**Sage** (*Salvia officinalis*) is a **perennial herb** that grows to approximately *45cm* tall. Its **long, velvet-like grey-green leaves** are not only beautiful but also highly prized for their culinary versatility, adding a wonderful flavor to **poultry, meat, pasta, soups, and stews**. This **very aromatic** plant also offers **medicinal benefits** and is a fantastic choice for gardeners looking to attract **bees** and other beneficial insects to their garden.",Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Sage_Salvia officinalis/Sage_Salvia officinalis_1.jpg; Sage_Salvia officinalis/Sage_Salvia officinalis_2.jpg; Sage_Salvia officinalis/Sage_Salvia officinalis_3.jpg; Sage_Salvia officinalis/Sage_Salvia officinalis_4.jpg,"September, October, November","September, October, November, December","August, September, October, November","May, June, July","June, July","Rosemary, Cabbage, Broccoli, Carrots, Strawberries, Tomatoes","Cucumber, Onion, Garlic, Rue, Fennel","Peppers, Eggplant, Beans, Lettuce, Marigold"
Salad Burnet,Sanguisorba minor,herb,Perennial 60cm; Culinary herb; Nutty cucumber-like flavour,70-90 days,30cm,8mm,"Full sun, moist soil","Spring, summer and autumn",14-21 days @ 10-14°C,Sow direct or raise seedlings,Hardy Perennial,Nutty cucumber-like flavour; Sweet and sour flavour,"**Salad Burnet** (*Sanguisorba minor*) is a **perennial herb** reaching up to *60cm* in height, forming a **compact plant**. Its leaves are a true delight, offering a unique **nutty, cucumber-like flavor**. These fresh leaves are perfect for adding a refreshing twist to **salads**, serving as an elegant **garnish**, and enhancing the taste of **drinks, soups, and teas**. Salad Burnet is a versatile culinary herb with a delightful taste that brings a unique freshness to any dish.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Salad Burnet_Sanguisorba minor/Salad Burnet_Sanguisorba minor_1.jpg; Salad Burnet_Sanguisorba minor/Salad Burnet_Sanguisorba minor_2.jpg; Salad Burnet_Sanguisorba minor/Salad Burnet_Sanguisorba minor_3.jpg; Salad Burnet_Sanguisorba minor/Salad Burnet_Sanguisorba minor_4.jpg,"September, October, November",,,,,"Thyme, Rosemary, Carrots, Radishes, Onions","Mint, Watercress","Lettuce, Spinach, Strawberries, Beans, Tomatoes"
Savory- Summer,Satureja hortensis,herb,Annual 40cm; Culinary herb; Peppery flavour,60-70 days,40cm,3mm,"Full sun, moist well drained soil",Spring,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Annual,Peppery flavour; Sweet and sour flavour,"**Summer Savory** (*Satureja hortensis*) is a delightful **annual herb** that grows to about *40cm* tall, forming a **bushy plant** with wonderfully **aromatic leaves**. Gardeners love its **peppery flavor**, which is perfect for enhancing soups, stews, meat, fish, and egg dishes. Beyond the kitchen, it’s also **good for garnishes and condiments**, and can even be used in potpourri. Its attractive form makes it a **great choice for borders and rockeries**, and it’s a magnet for **bees**, contributing to a lively garden ecosystem. This versatile herb is also suitable for **container growing** and is known to **attract beneficial insects**.",Container growing; Rockeries; Borders; Culinary use; Medicinal use; Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Savory- Summer_Satureja hortensis/Savory- Summer_Satureja hortensis_1.jpg; Savory- Summer_Satureja hortensis/Savory- Summer_Satureja hortensis_2.jpg; Savory- Summer_Satureja hortensis/Savory- Summer_Satureja hortensis_3.jpg; Savory- Summer_Satureja hortensis/Savory- Summer_Satureja hortensis_4.jpg,"September, October, November","September, October, November","August, September, October","May, June, July","June, July, August","Beans, Onions, Sweet Potato","Cucumber, Fennel","Tomatoes, Peppers, Lettuce, Carrots, Radishes, Thyme"
Savory- Summer Midget,Satureja hortensis,herb,Annual to 25cm; Culinary herb; Compact habit,60-70 days,25cm,3mm,"Full sun, moist well drained soil",Spring,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Annual,Compact habit; Sweet and sour flavour,"**Summer Midget Savory** (*Satureja hortensis*) is a charming **annual herb** that reaches a compact height of up to *25cm*. This fast-growing variety features **green leaves tinged with bronze** and delicate **small white flowers**. A traditional component of the famous 'Herbes de Provence' blend, it offers a **mild, peppery taste** that can be enjoyed fresh or dried. It’s a fantastic seasoning for meat, vegetables, and salads, and is particularly renowned for its ability to **complement the flavor of beans**. This **dwarf form** boasts a **compact habit** and a **high essential oil content**, making it a potent and attractive addition to any herb garden.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Savory- Summer Midget_Satureja hortensis/Savory- Summer Midget_Satureja hortensis_1.jpg; Savory- Summer Midget_Satureja hortensis/Savory- Summer Midget_Satureja hortensis_2.jpg; Savory- Summer Midget_Satureja hortensis/Savory- Summer Midget_Satureja hortensis_3.jpg,"September, October, November","September, October, November","August, September, October","May, June, July","June, July, August","Beans, Onions, Sweet Potato","Cucumber, Fennel","Tomatoes, Peppers, Lettuce, Carrots, Radishes, Thyme"
Saw Tooth Coriander,Eryngium foetidum,herb,Biennial to 15cm; Culinary herb,80-90 days,30cm,0mm,"Shade, moist well drained soil",Spring and summer,14-28 days @ 25-28°C,Saw Tooth Coriander seeds can be sown directly into the garden OR seedlings can be raised in trays or other containers and transplanted to the garden once established,Frost Tender Biennial,Sweet and sour flavour,"**Saw Tooth Coriander** (*Eryngium foetidum*) is a unique **biennial culinary herb** that forms a rosette of **mid-green, toothed leaves** reaching up to *15cm* long. This slow-growing plant is a staple in **Caribbean and Cuban cuisine**, prized for its ability to add robust flavor to seasonings and marinades. It can be used fresh or dried and is often employed as a **stronger-flavored substitute for coriander**. With a history of **medicinal uses**, this herb, also known by names like ""Culantro"" and ""Mexican Coriander,"" offers a ***distinctive and potent flavor profile*** that will elevate your culinary creations.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Saw Tooth Coriander_Eryngium foetidum/Saw Tooth Coriander_Eryngium foetidum_1.jpg; Saw Tooth Coriander_Eryngium foetidum/Saw Tooth Coriander_Eryngium foetidum_2.jpg; Saw Tooth Coriander_Eryngium foetidum/Saw Tooth Coriander_Eryngium foetidum_3.jpg,"September, October, November",,,,,"Lettuce, Spinach, Tomatoes, Beans, Peas","Dill, Fennel, Carrots, Parsnips","Peppers, Eggplant, Onions, Garlic, Corn, Squash"
Scurvygrass,Cochlearia officinalis,herb,Biennial to 30cm; Edible leaves are high in nutrients; Tolerates saline and coastal conditions,,30cm,1mm,"Full sun, part or full shade, moist well drained soil",Spring,10-20 days @ 18-21°C,Scurvygrass seeds can be sown directly into the garden OR seedlings can be raised in trays or other containers and transplanted to the garden once established,Frost Hardy Biennial,Sweet and sour flavour,"**Scurvygrass** (*Cochlearia officinalis*) is a fascinating biennial herb, reaching up to *30cm* in height. This member of the Brassica family, also known as Spoonwort, forms a rosette of green leaves that, despite their bitter taste, are a **rich source of nutrients**, historically valued for their **vitamin C content** and traditional use in treating scurvy. These leaves can be preserved by drying or used in extracts for their medicinal properties, and even applied externally for healing ulcers. The plant's **small white or pale mauve flowers** are a delightful sight and serve to **attract beneficial wildlife** to your garden. Scurvygrass is remarkably adaptable, thriving in **part shade** and tolerating challenging conditions such as **saline or marshy soils** and **cool coastal environments**, making it a resilient choice for various garden settings.",Attracts beneficial insects; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Scurvygrass_Cochlearia officinalis/Scurvygrass_Cochlearia officinalis_1.jpg; Scurvygrass_Cochlearia officinalis/Scurvygrass_Cochlearia officinalis_2.jpg; Scurvygrass_Cochlearia officinalis/Scurvygrass_Cochlearia officinalis_3.jpg,"September, October, November",,,,,"Mint, Thyme, Peas, Onion, Beet, Nasturtium","Cabbage, Kale, Strawberry, Tomato, Peppers","Lettuce, Carrot, Potato, Spinach, Radish"
Silver Wormwood,Artemisia ludoviciana,herb,Attractive foliage; Mosquito repellent; Medicinal Use,150+ days,60cm,1mm,"Part or full sun, moist well drained soil",Autumn,14-35 days @ 18-21°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Perennial,Sweet and sour flavour,"**Silver Wormwood** (*Artemisia ludoviciana*) is a striking perennial herb that grows into a bushy, low-growing shrub, reaching up to *90cm*. Its **soft, silver-grey foliage** is a standout feature, offering **attractive ornamental appeal** and **excellent contrast** in plantings. This spreading plant is perfect for **borders** and also excels in **container gardening**, adding a touch of elegance to any space. While its flowers are small and unassuming, its crushed leaves release a **pleasant, sage-like aroma**, making them useful as a **natural deodorizer**. Furthermore, burning the leaves is a time-honored method for creating a **natural mosquito repellent**. Silver Wormwood also boasts a rich history of **medicinal and ceremonial uses**, and its foliage is known to **attract beneficial insects**.",Container growing; Borders; Medicinal use; Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Silver Wormwood_Artemisia ludoviciana/Silver Wormwood_Artemisia ludoviciana_1.jpg,"September, October, November",,,,,"Carrots, Onions, Cabbage, Leeks","Beans, Peas, Sage, Fennel, Tomato, Anise","Rosemary, Lavender, Marigold, Iris"
Skullcap- Oriental Blue,Scutellaria baicalensis,herb,Perennial to 40cm; Medicinal uses; Spikes of purple flowers in summer,180 days,30cm,2mm,"Full sun or part shade, moist well drained soil",Late winter and spring,7-21 days @ 15-21°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Frost Hardy Perennial,Sweet and sour flavour,"**Skullcap - Oriental Blue** (*Scutellaria baicalensis*) is a resilient perennial herb that grows to *40cm* tall, producing **spikes of beautiful blue-purple flowers** throughout spring and summer. Its dark green, spear-shaped leaves are complemented by stems that spread along the ground, making it an **ideal groundcover** for **mass plantings**. The true treasure of this plant lies in its roots, which, when dried, are highly valued in traditional Chinese medicine as Huang-Qin. These roots have been used in decoctions and tinctures to address ailments such as **colds, bacterial infections, and liver problems**, and they reach a harvestable size within *two years*. Once established, Skullcap is remarkably **drought tolerant**. The name ""skullcap"" aptly describes the **helmet-shaped tops of its flowers**, adding to its ornamental charm.",Purple/Violet Flowers; Mass plantings; Drought tolerant; Ground Cover; Medicinal use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Skullcap- Oriental Blue_Scutellaria baicalensis/Skullcap- Oriental Blue_Scutellaria baicalensis_1.jpg; Skullcap- Oriental Blue_Scutellaria baicalensis/Skullcap- Oriental Blue_Scutellaria baicalensis_2.jpg,"September, October, November",,,,,"Salvia, Yarrow, Echinacea, Chamomile",Aggressive spreading plants like Mint or Gooseneck Loosestrife,"Lettuce, Carrots, Rudbeckia, Coreopsis"
Soapwort,Saponaria officinalis,herb,Perennial 100cm; A soap can be made from boiling...; Pale-pink/white flowers with sweet scent,85 days flower (730 days root harvest),50cm,5mm,"Part or full sun, moist soil","Autumn, late winter and spring",21-30 days @ 12-21°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Pale-pink/white flowers with sweet scent; Sweet and sour flavour,"**Soapwort** (*Saponaria officinalis*) is a delightful **perennial** that reaches about *60cm* in height with an **upright, spreading habit**. Its **attractive pale-pink to white flowers** are a treat for the senses, boasting a **sweet, fruity scent**. This versatile plant is perfect for adding charm to **borders** or serving as a **ground cover**. Beyond its ornamental appeal, **Soapwort** holds a fascinating secret: the entire plant can be boiled or steeped in water to create a **natural soap**, said to be **gentler than synthetic cleaners**. It also has a history of **medicinal uses** and is affectionately known as ""Bouncing Bet.""",Borders; Ground Cover; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Soapwort_Saponaria officinalis/Soapwort_Saponaria officinalis_1.jpg; Soapwort_Saponaria officinalis/Soapwort_Saponaria officinalis_2.jpg; Soapwort_Saponaria officinalis/Soapwort_Saponaria officinalis_3.jpg; Soapwort_Saponaria officinalis/Soapwort_Saponaria officinalis_4.jpg,"September, October, November",,,,,"Evening Primrose, Phlox, Daylilies, Ornamental Grasses","Lettuce, Spinach, Carrots, Delicate annuals, Shallow-rooted plants","Echinacea, Rudbeckia, other robust perennials"
Sorrel,Rumex acetosa,herb,Perennial 60cm; Culinary herb/leaf vegetable; Zesty lemon flavour,60 days,30cm,5mm,"Full or part sun, moist well drained soil",Spring and autumn,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Perennial,Zesty lemon flavour; Excellent flavour; Sweet and sour flavour,"**Sorrel** (*Rumex acetosa*) is a hardy **perennial** that grows to *60cm* tall, producing **large, succulent green leaves** that can reach up to *20cm* in length. These leaves are the star of the show, offering a **zesty lemon flavor** with a pleasant, slightly sour tang. **Sorrel** is incredibly versatile in the kitchen, most commonly enjoyed fresh in **salads**, but it also wilts beautifully when **cooked like spinach** or added to **soups, sauces, and stews** for a bright, citrusy note.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Sorrel_Rumex acetosa/Sorrel_Rumex acetosa_1.jpg; Sorrel_Rumex acetosa/Sorrel_Rumex acetosa_2.jpg; Sorrel_Rumex acetosa/Sorrel_Rumex acetosa_3.jpg; Sorrel_Rumex acetosa/Sorrel_Rumex acetosa_4.jpg,"March, April, May, September, October, November","March, April, May, August, September, October","March, April, May, August, September","April, May, June, July, August","March, April, May, September, October, November","Strawberries, Rosemary, Thyme, Sage","Pole Beans, Corn, Sunflowers, Plants requiring alkaline soil","Lettuce, Spinach, Carrots, Radishes, Chard"
Sorrel- Red Veined,Rumex sanguineus,herb,"Bright green leaves with red veins; Culinary herb/leaf vegetable; Also known as ""Bloody Dock""",65-70 days,30cm,5mm,Full or part sun,Spring and autumn,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Perennial,Excellent flavour; Sweet and sour flavour,"Discover the beauty and flavor of **Red Veined Sorrel** (*Rumex sanguineus*), a **perennial culinary herb** that grows to *60cm*. This striking plant features **bright green leaves** dramatically accented with **highly ornamental red veins**, making it a stunning addition to any garden. Its leaves offer a **tangy lemon flavor** with a mild acidity, perfect for elevating **salads** with a vibrant taste. Like its relatives, **Red Veined Sorrel** can also be **cooked like spinach** or incorporated into **soups, sauces, and stews**. Also known as ""Bloody Dock"" or ""Red Veined Dock,"" this herb is also recognized for its **medicinal uses**.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Sorrel- Red Veined_Rumex sanguineus/Sorrel- Red Veined_Rumex sanguineus_1.jpg; Sorrel- Red Veined_Rumex sanguineus/Sorrel- Red Veined_Rumex sanguineus_2.jpg; Sorrel- Red Veined_Rumex sanguineus/Sorrel- Red Veined_Rumex sanguineus_3.jpg,"March, April, May, September, October, November","March, April, May, August, September, October","March, April, May, August, September","April, May, June, July, August","March, April, May, September, October, November","Strawberries, Thyme, Chives, Nasturtium","Pole Beans, Corn, Sunflowers, Plants requiring alkaline soil","Lettuce, Spinach, Carrots, Radishes, Arugula"
Spearmint,,herb,Perennial 60cm; Culinary herb; Refreshing flavour,80-90 days,30cm,1mm,"Part or full sun, moist soil",Spring and autumn,10-14 days @ 13-18°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Refreshing flavour; Best flavour of the common thyme varieties,"**Spearmint** (*Mentha spicata*) is a **vigorous perennial herb** that can reach *60cm* in height and is known for its **spreading habit**. Its **bright green leaves** possess a **strong, refreshing scent and flavor**, making it a versatile addition to your kitchen. Enjoy its delightful taste raw or cooked, and use it to elevate drinks, teas, salads, sauces, and garnishes. For gardeners with limited space, **Spearmint is an excellent choice for container growing**, offering its aromatic bounty right on your patio or balcony.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Spearmint_unknown/Spearmint_unknown_1.jpg,"September, October, November, December","August, September, October, November","August, September, October, November","April, May, June, July","May, June, July","Cabbage, Broccoli, Cauliflower, Tomatoes, Carrots (deters pests)","Parsley, Chamomile, Lavender (and any plant grown directly in-ground with it due to its invasive roots)","Most plants, provided the mint is grown in a container to prevent spreading"
Sprouting Seeds- Fenugreek,,herb,"Young sprouts have a strong curry flavour; Mature sprouts have a mild flavour; Includes: Alice Springs, Mildura, Albury-Wodonga, Shepparton, Wagga Wagga, Dubbo",,,,,,,Close,,Spicy flavour; Young sprouts have a strong curry flavour; Mature sprouts have a mild flavour; Sweet and sour flavour,"**Sprouting Seeds - Fenugreek** offer a unique culinary experience with a flavor that transforms as they grow. Initially, the **young sprouts deliver a potent curry-like taste**, perfect for those who love bold flavors. As the sprouts mature and develop **delicate green leaves**, the flavor mellows to a more **mild and approachable profile**. These versatile sprouts are wonderful additions to salads and sandwiches, or you can blend them into dips and curries for an extra layer of deliciousness.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Sprouting Seeds- Fenugreek_unknown/Sprouting Seeds- Fenugreek_unknown_1.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","Corn, Cucumbers, Squash, Cabbage, Broccoli, Cauliflower (as a nitrogen-fixer)","Onions, Garlic, Fennel, Peas, Beans","Lettuce, Spinach, Carrots, Beets, Potatoes"
Sweet Marjoram,Origanum majorana,herb,Perennial/annual 60cm; Culinary herb; Very aromatic,80-95 days,50cm,5mm,"Part or full sun, moist well drained soil",Spring and summer,7-14 days @ 18-21°C,Sweet Marjoram seeds can be sown directly into the garden OR seedlings can be raised in trays or other containers and transplanted to the garden once established,Frost tender Perennial (usually grown as an annual),,"**Sweet Marjoram** (*Origanum majorana*) is a **highly aromatic perennial**, often cultivated as an annual, that grows into an **upright plant reaching up to 60cm**. Its **soft, grey-green leaves** are topped with small white flowers, and the plant is a magnet for **beneficial bees**. The leaves are intensely fragrant and can be used fresh or dried, lending their wonderful flavor to soups, stews, sauces, and as a seasoning for meat, fish, and poultry. This ***exceptionally aromatic herb*** is a must-have for any culinary garden.",Attracts beneficial insects; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Sweet Marjoram_Origanum majorana/Sweet Marjoram_Origanum majorana_1.jpg; Sweet Marjoram_Origanum majorana/Sweet Marjoram_Origanum majorana_2.jpg,"September, October, November",,,,,"Cabbage, Broccoli, Beans, Eggplant, Tomatoes, Peppers, Basil","Aggressive herbs like Mint, Fennel","Carrots, Lettuce, Onions, Squash, Thyme"
