plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period,beneficial_companions,harmful_companions,neutral_companions
Chilli- Shishito,Capsicum annuum,vegetable,Japanese variety; Mostly mild peppers,70-75 days,40cm,5mm,"Full sun, well drained soil",Spring or after frost (anytime in warm climates),7-21 days @ 22-35°C,Sow direct or raise seedlings,Frost tender Perennial (grown as an annual in cool climates),High yielding,"**Chilli- Shishito** (*Capsicum annuum*) is an intriguing **Japanese variety** that offers a delightful culinary experience. These long, thin peppers are characterized by their **thin walls and wrinkled appearance**. While most fruits are **sweet and very mildly spicy**, be prepared for the occasional surprise, as about ten percent can pack a more significant punch! Typically harvested when around *10cm* and still green, though they do turn red when ripe, Shishito peppers are a versatile addition to your kitchen. They are commonly enjoyed **sautéed, roasted, fried, or as tempura**, making them a popular choice for adventurous home cooks. Also known as ""Dragon Roll Pepper,"" this variety is a **must-try for its unique flavour and texture**.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Chilli- Shishito_Capsicum annuum/Chilli- Shishito_Capsicum annuum_1.jpg; Chilli- Shishito_Capsicum annuum/Chilli- Shishito_Capsicum annuum_2.jpg; Chilli- Shishito_Capsicum annuum/Chilli- Shishito_Capsicum annuum_3.jpg,"September, October, November","August, September, October, November, December","January, February, March, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","August, September, October, November, December","Basil, Carrots, Onions, Marigold, Rosemary, Spinach, Oregano","Fennel, Kohlrabi, Potatoes, Apricot Trees, Walnut Trees","Tomatoes, Eggplant, Corn, Squash, Cucumbers"
Chilli- Sweet Temptation,Capsicum annum,vegetable,"Ornamental yellow, orange and red fruit; MILD (1/10); Suited to small gardens and containers",80 days,50cm,5mm,"Full sun, well drained soil",Spring or after frost (anytime in warm climates),7-21 days @ 22-35°C,Sow direct or raise seedlings,Frost Tender Perennial,[Set as my climate](https://www.theseedcollection.com.au/chilli-sweet-temptation#); [Description](https://www.theseedcollection.com.au/chilli-sweet-temptation#facts); [How To Grow](https://www.theseedcollection.com.au/chilli-sweet-temptation#grow); [Shipping](https://www.theseedcollection.com.au/chilli-sweet-temptation#shipping); [Ratings & Reviews](https://www.theseedcollection.com.au/chilli-sweet-temptation#reviews),"**Chilli- Sweet Temptation** (*Capsicum annum*) is a delightful choice for any gardener, especially those with limited space. This **compact bush** typically grows to *60cm* and is perfect for **small gardens and containers**. Its fruit is a visual treat, ripening from **vibrant yellow** through **warm orange** to a **striking red**, adding ornamental beauty as it grows upright on the plant. Don't let its mild appearance fool you; while it boasts a **sweet and very mild flavor** (rated *1/10* on the heat scale), it's incredibly versatile in the kitchen, ideal for **chilli sauce, jam, pickles, and stir-fries**.",Container growing; Culinary use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Chilli- Sweet Temptation_Capsicum annum/Chilli- Sweet Temptation_Capsicum annum_1.jpg; Chilli- Sweet Temptation_Capsicum annum/Chilli- Sweet Temptation_Capsicum annum_2.jpg,"September, October, November","August, September, October, November, December","January, February, March, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","August, September, October, November, December","Basil, Carrots, Onions, Marigold, Rosemary, Spinach, Oregano","Fennel, Kohlrabi, Potatoes, Apricot Trees, Walnut Trees","Tomatoes, Eggplant, Corn, Squash, Cucumbers"
Chilli- Tabasco,Capsicum frutescens,vegetable,Prolific cropping; Well known Mexican Chilli; Hot juicy peppers,80 days,80cm,5mm,"Full sun, well drained soil",Spring or after frost (anytime in warm climates),7-21 days @ 22-35°C,Sow direct or raise seedlings,Frost tender Perennial (grown as an annual in cool climates),High yielding,"**Chilli- Tabasco** (*Capsicum frutescens*) is a **prolific cropping** variety renowned for its place in Mexican cuisine and its famous use in Tabasco sauce. These **hot, juicy peppers** are typically *4cm long*, tapered, and ripen from **yellow to orange to red**, making this plant a **beautiful ornamental** as well. With its **upright, bushy habit**, it's a fantastic choice for **container growing**, offering an abundance of small, fiery fruits. Beyond its culinary appeal, this well-known chilli also has **medicinal uses**.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Chilli- Tabasco_Capsicum frutescens/Chilli- Tabasco_Capsicum frutescens_1.jpg,"September, October, November","August, September, October, November, December","January, February, March, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","August, September, October, November, December","Basil, Carrots, Onions, Marigold, Rosemary, Spinach, Oregano","Fennel, Kohlrabi, Potatoes, Apricot Trees, Walnut Trees","Tomatoes, Eggplant, Corn, Squash, Cucumbers"
Chilli- Trinidad Scorpion Butch T,Capsicum chinense,vegetable,Large yellow fruit; EXTREME HEAT; Handle with care,90 days,100cm,5mm,"Full sun, well drained soil",Spring and summer (anytime in warm climates),7-21 days @ 22-35°C,Sow direct or raise seedlings,Frost tender Perennial (grown as an annual in cool climates),,"Prepare yourself for an adventure with **Chilli- Trinidad Scorpion Butch T** (*Capsicum chinense*), a plant that delivers ***extreme heat***. This perennial, often grown as an annual in cooler climates, can reach up to *120cm* tall. Its *5cm long* chillies hang from the bush, appearing **red and wrinkled**, with some featuring a distinctive sharp point at the tip, reminiscent of a scorpion's tail. The flavor is initially **fruity**, but it's quickly followed by an **unforgettable, extreme level of heat**, famously holding the Guinness World Record for the hottest chilli from *2011 to 2013* with a staggering *1,463,700 SHU*. Handle with care, and explore its culinary and medicinal potential.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Chilli- Trinidad Scorpion Butch T_Capsicum chinense/Chilli- Trinidad Scorpion Butch T_Capsicum chinense_1.jpg,"September, October, November","August, September, October, November, December","January, February, March, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","August, September, October, November, December","Basil, Marigold, Oregano, Rosemary, Carrots, Onions, Garlic, Petunias, Beans, Peas","Fennel, Kohlrabi, Potatoes, Cabbage, Broccoli, Cauliflower","Lettuce, Spinach, Radishes, Corn, Cucumbers"
Chilli- Zi Dan Tou,Capsicum annuum,vegetable,Prolific fruit; Ornamental; Medium-hot heat,75-85 days,50cm,5mm,"Full sun, well drained soil",Spring or after frost (anytime in warm climates),7-21 days @ 22-35°C,Sow direct or raise seedlings,Frost tender Perennial (grown as an annual in cool climates),High yielding,"**Chilli - Zi Dan Tou** (*Capsicum annuum*) is a **prolific** and **disease-resistant** chilli variety originating from China. These ornamental chillies, sometimes known as 'Facing Heaven' chillies, produce **glossy green fruit** that mature to a **vivid red**. Measuring *4-5cm* long, their unique bullet-head shape points skyward, adding a decorative touch to your garden. With a **medium-hot, spicy flavor**, they are a **fantastic choice for drying** and are well-suited for **container growing** and **culinary use**.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Chilli- Zi Dan Tou_Capsicum annuum/Chilli- Zi Dan Tou_Capsicum annuum_1.jpg,"September, October, November","August, September, October, November, December","January, February, March, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","August, September, October, November, December","Basil, Marigold, Oregano, Rosemary, Carrots, Onions, Garlic, Petunias, Beans, Peas","Fennel, Kohlrabi, Potatoes, Cabbage, Broccoli, Cauliflower","Lettuce, Spinach, Radishes, Corn, Cucumbers"
Chinese Broccoli- Hong Kong,,vegetable,Green vegetable; Harvest whole plant; Large stems,50-60 days,20cm,5mm,"Full or part sun, moist well drained soil","Spring, autumn and winter",7-12 days @ 10-29°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial (usually grown as an annual),Mildly pungent flavour; Mild but spicy flavour,"**Chinese Broccoli - Hong Kong** is a **fast-growing green vegetable** perfect for quick harvests. It features **large stems** topped with **small heads**, offering a **tender and crisp** texture. This versatile vegetable is **excellent for stir-frying and steaming**, and the entire plant can be harvested for a satisfying yield. Its **culinary appeal** makes it a valuable addition to any kitchen garden.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Chinese Broccoli- Hong Kong_unknown/Chinese Broccoli- Hong Kong_unknown_1.jpg; Chinese Broccoli- Hong Kong_unknown/Chinese Broccoli- Hong Kong_unknown_2.jpg; Chinese Broccoli- Hong Kong_unknown/Chinese Broccoli- Hong Kong_unknown_3.jpg,"January, February, March, November, December","January, February, March, April, September, October, November, December","February, March, April, May, June","March, April, May, June","February, March, April, May, June, July","Rosemary, Sage, Thyme, Mint, Onions, Garlic, Nasturtiums, Marigolds, Beets, Celery, Chamomile","Strawberries, Tomatoes, Peppers, Eggplant, Grapes, Fennel","Lettuce, Spinach, Carrots, Peas, Beans"
Chinese Broccoli- Jade,,vegetable,Green vegetable; Thick tender stems,60-70 days,20cm,5mm,"Full or part sun, moist well drained soil","Spring, autumn and winter",7-12 days @ 10-29°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial (usually grown as an annual),Thick tender stems,"Discover the beauty and flavor of **Chinese Broccoli - Jade** (*Gai Lan*), a delightful Chinese variety of broccoli. This **fast-growing green vegetable** is characterized by its **large, thick, tender stems** and **big jade green leaves**, complemented by **small broccoli-like heads**. It's ***exceptionally well-suited for stir-frying and steaming***, bringing a fresh taste to your meals. You can **harvest the whole plant**, making it an efficient and rewarding crop for your garden, ideal for **culinary use**.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Chinese Broccoli- Jade_unknown/Chinese Broccoli- Jade_unknown_1.jpg,"January, February, March, November, December","January, February, March, April, September, October, November, December","February, March, April, May, June","March, April, May, June","February, March, April, May, June, July","Rosemary, Sage, Thyme, Mint, Onions, Garlic, Nasturtiums, Marigolds, Beets, Celery, Chamomile","Strawberries, Tomatoes, Peppers, Eggplant, Grapes, Fennel","Lettuce, Spinach, Carrots, Peas, Beans"
Chinese Mustard- Golden Streaks,Brassica japonica,vegetable,Mild sweet flavour; Attractive bright green leaves,55 days (25 days for baby leaf),20cm,5mm,"Part or full sun, moist soil",Spring and autumn,5-10 days @ 7-29°C,Sow direct or raise seedlings,Hardy Annual,Mild sweet flavour; Stronger flavour than other mustards,"**Chinese Mustard - Golden Streaks** (*Brassica japonica*) is a delightful and **fast-growing** vegetable that brings beauty and flavor to your garden. Its **attractive, fine, lacy bright green foliage** offers a **mild, sweet mustard flavor**, making it **perfect for salads and sandwiches**. You can even enjoy it as a **microgreen**! This versatile variety, also known as Mizuna, is wonderful for **culinary and medicinal uses**.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Chinese Mustard- Golden Streaks_Brassica japonica/Chinese Mustard- Golden Streaks_Brassica japonica_1.jpg; Chinese Mustard- Golden Streaks_Brassica japonica/Chinese Mustard- Golden Streaks_Brassica japonica_2.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","Beans, Peas, Dill, Sage, Rosemary, Onions, Garlic, Nasturtiums, Lettuce","Sunflowers, Fennel, Tomatoes, Peppers, Cabbage","Spinach, Carrots, Beets, Radishes, Celery"
Chinese Mustard- Swollen Stem,Brassica juncea,vegetable,Variety grown for its bumpy stems; Strong mustard flavour; Can be stir fried or used to make pickles,100-130 days,50cm,5mm,"Full sun, moist well drained soil",Summer and autumn,4-21 days @ 20-24°C,Sow direct or raise seedlings,Frost Hardy Annual,Strong mustard flavour; Mild flavour,"**Chinese Mustard - Swollen Stem** (*Brassica juncea*) is a unique mustard variety cultivated for the **bumpy swellings** that develop at the base of its stems, especially in **cold weather**. These stems boast a **strong mustard flavor** and a **crisp texture**, making them a fantastic addition to **stir-fries**. More traditionally, they are used to create **salty pickles** known as Zhacai. This fascinating plant is also recognized by names such as Pressed Stem Mustard, Zha Cai, Tsa Tsai, or Cha tsai, and is prized for its **culinary applications**.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Chinese Mustard- Swollen Stem_Brassica juncea/Chinese Mustard- Swollen Stem_Brassica juncea_1.jpg; Chinese Mustard- Swollen Stem_Brassica juncea/Chinese Mustard- Swollen Stem_Brassica juncea_2.jpg; Chinese Mustard- Swollen Stem_Brassica juncea/Chinese Mustard- Swollen Stem_Brassica juncea_3.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","Beans, Peas, Dill, Sage, Rosemary, Onions, Garlic, Nasturtiums, Lettuce","Sunflowers, Fennel, Tomatoes, Peppers, Cabbage","Spinach, Carrots, Beets, Radishes, Celery"
Choi San,Brassica chinensis,vegetable,Asian vegetable; Long stems with medium green leaves; Choy Sum,50 days,30cm,8mm,"Full sun, moist well drained soil","Spring, autumn and winter",7-14 days @ 7-23°C,Sow direct or raise seedlings,Hardy Biennial (usually grown as an annual),Mildly pungent flavour,"**Choi San** (*Brassica chinensis*) is a distinctive **Asian vegetable** celebrated for its **long stalks, small yellow flowers, and thick green leaves**. It offers a **unique flavor** that is most commonly enjoyed in **soups, stir-fries, and as a steamed vegetable**. For the best harvest, gather the whole plant as it begins to bolt. Choi San, also known as Tsai Hsin, is a variety of Choi Sum (syn. Choy Sum) and is a valuable ingredient for **culinary use**.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Choi San_Brassica chinensis/Choi San_Brassica chinensis_1.jpg,"September, October, November",,,,,"Rosemary, Thyme, Sage, Onions, Garlic, Nasturtiums, Marigolds, Celery, Beets","Strawberries, Tomatoes, Peppers, Grapes, Fennel","Lettuce, Spinach, Carrots, Peas, Beans"
Christmas Seed Bundle - Vegetables,Allium fistulosum,vegetable,10 Individual Envelopes; Fantastic Gift Idea; ![](https://www.theseedcollection.com.au/assets/thumb/B1-18.jpg?20201210132039),,,,,,,Close,,Fresh nutty flavour and crisp texture; Mild nutty flavour; Pleasant nutty flavour,"Discover the joy of growing your own food with the **Christmas Seed Bundle - Vegetables**! This delightful collection features **10 individual envelopes** of our most popular **vegetable seeds**, making it a **fantastic gift idea** for any gardener. Each packet is ready to be shared, perfect for breaking up as small gifts, stuffing stockings, or even as a charming addition to your Christmas table. While the festive designs are a surprise mix, each bundle is beautifully wrapped and tied with twine, and every packet includes clear sowing instructions to ensure your gardening success.",,,Christmas Seed Bundle - Vegetables_Allium fistulosum/Christmas Seed Bundle - Vegetables_Allium fistulosum_1.jpg; Christmas Seed Bundle - Vegetables_Allium fistulosum/Christmas Seed Bundle - Vegetables_Allium fistulosum_2.jpg; Christmas Seed Bundle - Vegetables_Allium fistulosum/Christmas Seed Bundle - Vegetables_Allium fistulosum_3.jpg,"September, October, November",,,,,"Carrots, Beets, Cabbage, Broccoli, Lettuce, Tomatoes, Strawberries, Chamomile, Summer Savory","Asparagus, Beans, Peas, Sage","Corn, Cucumber, Spinach, Radishes, Peppers"
"Christmas Seed MEGA Bundle - Herb, Veg & Flowers",Beta vulgaris,vegetable,30 Individual Envelopes; Fantastic Gift Idea; ![](https://www.theseedcollection.com.au/assets/thumb/E1-17.jpg?20201210130005),,,,,,,Close,,Mild onion flavour; Excellent for cutting and drying,"Unleash a world of flavor and color with the **Christmas Seed MEGA Bundle - Herb, Veg & Flowers**! This generous offering includes **30 individual envelopes** brimming with a curated selection of our top-selling **vegetable, herb, and flower seeds**. It's an absolutely **fantastic gift idea**, perfect for sharing the love of gardening. You can divide the 30 packets, each presented in its own festive envelope, for individual gifts, or present the entire bundle as a grand surprise. Wrapped and tied with twine, this collection (comprising 3 x 10 seed bundles) is ideal for Secret Santa, stocking stuffers, or as a unique Christmas table surprise, with each packet providing essential sowing instructions.",,,Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris/Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris_1.jpg; Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris/Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris_2.jpg; Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris/Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris_3.jpg; Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris/Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris_4.jpg,"September, October, November",,,,,"Cabbage, Broccoli, Onions, Garlic, Lettuce, Kohlrabi, Bush Beans, Mint","Pole Beans, Field Mustard, Fennel","Carrots, Cucumbers, Radishes, Celery, Spinach"
Christmas Seed Pun-Pack,Solanum lycopersicum,vegetable,10 Individual Envelopes; Fun Gift Idea; ![](https://www.theseedcollection.com.au/assets/thumb/B2-18.jpg?20201210132405),,,,,,,Close,,Mild onion flavour; Excellent for cutting and drying,"Add a touch of humor and homegrown goodness to your holiday with the **Christmas Seed Pun-Pack**! This **fun gift idea** features **10 colorful seed packets**, each bursting with vegetable and herb puns and the seeds to grow them. Designed with a Christmas theme, these packets are printed on recycled envelopes with a handy 'To' & 'From' section, making them perfect for splitting up as individual gifts. They serve as a wonderful, eco-friendly alternative to Christmas cards or gift tags, ideal for stocking stuffers, work gifts, or as a playful addition to your Christmas bonbons. Each packet contains detailed sowing information, ensuring a pun-derful gardening experience!",,,Christmas Seed Pun-Pack_Solanum lycopersicum/Christmas Seed Pun-Pack_Solanum lycopersicum_1.jpg; Christmas Seed Pun-Pack_Solanum lycopersicum/Christmas Seed Pun-Pack_Solanum lycopersicum_2.jpg,"September, October, November",,,,,"Basil, Marigold, Borage, Carrots, Onions, Garlic, Chives, Nasturtiums, Asparagus","Fennel, Kohlrabi, Potatoes, Corn, Cabbage, Broccoli, Walnut","Peppers, Eggplant, Lettuce, Spinach, Radishes"
Climbing Bean- Maine Yellow Eye,Phaseolus vulgaris,vegetable,Semi-climbing; Ivory white beans with yellow splotch; Mild flavour and creamy texture,65-75 days,15cm,20mm,"Full sun, well drained soil",Spring(or after frost) and early summer,7-14 days @ 18-26°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Mild flavour and creamy texture; Fast growing,"**Climbing Bean - Maine Yellow Eye** (*Phaseolus vulgaris*) is a **high-yielding, semi-climbing** variety that's a fantastic addition to any vegetable garden. These plants reach about *60cm* and will appreciate a little support as they grow. They produce beautiful **ivory-white beans, each marked with a distinctive yellow splotch**. When it comes to taste, expect a **mild, earthy flavor** and a wonderfully **creamy texture**, making them versatile for all your culinary creations.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Climbing Bean- Maine Yellow Eye_Phaseolus vulgaris/Climbing Bean- Maine Yellow Eye_Phaseolus vulgaris_1.jpg; Climbing Bean- Maine Yellow Eye_Phaseolus vulgaris/Climbing Bean- Maine Yellow Eye_Phaseolus vulgaris_2.jpg; Climbing Bean- Maine Yellow Eye_Phaseolus vulgaris/Climbing Bean- Maine Yellow Eye_Phaseolus vulgaris_3.jpg,"January, October, November, December","January, February, September, October, November, December","January, February, March, April, August, September, October, November, December","February, March, April, May, June, July, August, September, October","January, February, September, October, November, December","Corn, Squash, Cucumber, Carrots, Marigold, Nasturtium, Rosemary, Summer Savory","Onion, Garlic, Chives, Leek, Fennel, Sunflower","Lettuce, Spinach, Radish, Tomato"
Climbing Snake Bean- Red Dragon,,vegetable,Climbing; Stringless; Yard long bean,70 days,10cm,15mm,"Part or full sun, well drained soil",Spring(or after frost) and early summer,10-21 days @ 20-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Fast growing,"Discover the **Climbing Snake Bean - Red Dragon**, a popular Asian vegetable that brings vibrant color and impressive length to your garden. These **climbing** plants produce **stringless, dark green pods that can reach up to 70cm long**, often tipped with red and containing red seeds. They are **fast-growing and long-producing**, offering a generous harvest. Enjoy these unique beans **raw or cooked** – they are delicious steamed, stir-fried, added to curries, or tossed into salads. Also known as the ""Yard long bean,"" they thrive best in **warm climates**.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Climbing Snake Bean- Red Dragon_unknown/Climbing Snake Bean- Red Dragon_unknown_1.jpg; Climbing Snake Bean- Red Dragon_unknown/Climbing Snake Bean- Red Dragon_unknown_2.jpg; Climbing Snake Bean- Red Dragon_unknown/Climbing Snake Bean- Red Dragon_unknown_3.jpg; Climbing Snake Bean- Red Dragon_unknown/Climbing Snake Bean- Red Dragon_unknown_4.jpg,"January, October, November, December","January, February, September, October, November, December","January, February, March, April, August, September, October, November, December","February, March, April, May, June, July, August, September, October","January, February, September, October, November, December","Corn, Squash, Cucumber, Eggplant, Marigold, Nasturtium, Rosemary, Summer Savory","Onion, Garlic, Chives, Leek, Fennel","Lettuce, Spinach, Carrots, Radish"
Coffee,Coffea arabica,vegetable,Evergreen perennial tree to 5m; Fruit can be made into coffee beans; Suited to grow as a houseplant,4-6 years,300cm,5mm,"Full or part sun, moist well drained soil",Spring,30-60 days @ 27-29°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Frost tender Perennial,Flavour is oyster-like; Heat tolerant and disease resistant,"Bring a touch of the tropics indoors or to a sheltered spot with **Coffee** (*Coffea arabica*). This **evergreen perennial tree** can grow up to *5m* and boasts **large, glossy green leaves** and **fragrant white flowers** that appear in spring. Its small, round fruit, known as 'cherries', transform from green to red and finally brown when ripe. These cherries can be enjoyed **raw as a sweet snack**, or for the true coffee lover, they can be **fermented, dried, roasted, and ground to make your own coffee beans**. While suited to **warm climates**, in cooler regions, it needs a **sheltered, frost-free position**. It's adaptable, perfect for productive gardens, as an understory tree, in large containers, or as a hedge, and it even makes a **great houseplant**, though it may not flower or fruit indoors.",White/Cream Flowers; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Coffee_Coffea arabica/Coffee_Coffea arabica_1.jpg; Coffee_Coffea arabica/Coffee_Coffea arabica_2.jpg; Coffee_Coffea arabica/Coffee_Coffea arabica_3.jpg; Coffee_Coffea arabica/Coffee_Coffea arabica_4.jpg,"September, October, November",,,,,"Beans, Peas, Sweet Potato, Clover, Cardamom, Impatiens","Walnut, Fennel","Parsley, Cilantro, Ginger, Turmeric"
Collards- Champion,Brassica oleracea,vegetable,Leaf vegetable; Good variety for cabbage rolls,60-80 days,80cm,5mm,"Full sun, well drained soil",Autumn and late summer,3-7 days @ 8-30°C,Sow direct or raise seedlings,Frost Hardy Biennial (usually grown as an annual),Excellent flavour,"**Collards - Champion** (*Brassica oleracea*) is a non-heading cabbage variety, celebrated for its **fleshy, thick leaves** that are perfect for cooking. These substantial leaves are ideal for **cabbage rolls**, offering a delightful culinary experience. Harvest leaves as needed, remembering that **smaller, younger leaves are more tender** and cook more quickly. For an even sweeter taste, allow a touch of **frost to improve the flavor**. This **bolt-resistant variety** boasts a **long harvesting period**, ensuring a continuous supply of delicious greens.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Collards- Champion_Brassica oleracea/Collards- Champion_Brassica oleracea_1.jpg,"January, February, March, April","March, April, May, June","March, April, May, June","April, May, June, July, August","March, April, May, June","Onion, Garlic, Rosemary, Sage, Thyme, Mint, Dill, Nasturtium, Marigold, Bush Beans, Beets","Strawberry, Tomato, Pepper, Fennel, Climbing Beans","Carrots, Lettuce, Spinach, Potato"
Corn Salad- Dutch,Valerianella locusta,vegetable,"Annual 30cm; Salad green; Also known as ""Mache"".",45 days,20cm,6mm,"Full sun, moist well drained soil","Spring, autumn and early winter",7-21 days @ 10-20°C,Sow direct or raise seedlings,Hardy Annual,Mild onion flavour,"**Corn Salad - Dutch** (*Valerianella locusta*), also known as ""Mache,"" is a charming annual salad green that grows to about *30cm*. Its **nutty-flavored, tender leaves** offer a delicate taste, making it a wonderful addition to salads or a delightful substitute for lettuce. Beyond its raw appeal, this versatile green can also be **cooked in stews, soups, or enjoyed as a leafy vegetable**. It thrives in **cold climates** and is **frost tolerant**, proving its resilience.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Corn Salad- Dutch_Valerianella locusta/Corn Salad- Dutch_Valerianella locusta_1.jpg; Corn Salad- Dutch_Valerianella locusta/Corn Salad- Dutch_Valerianella locusta_2.jpg,"March, April, May, August, September","April, May, August, September",,,"March, April, May, August, September","Carrots, Radish, Onion, Leek, Cabbage, Kale",Fennel,"Lettuce, Spinach, Bush Beans, Beets"
"Corn, Maize- Bloody Butcher",Zea mays,vegetable,Annual maize variety to 3m; Blood red to black indented kernels; Large cobs,100 days,15cm,20mm,Full sun,Spring and early summer,5-14 days @ 16-35°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Very good flavour,"**Corn, Maize - Bloody Butcher** (*Zea mays*) is a striking heirloom variety that reaches an impressive height of *2-3m*. It produces **large cobs, up to 30cm long**, adorned with **blood-red to black kernels**, though occasional white or blue kernels may appear. This **dent corn** variety develops distinctive indentations as the cobs dry. The kernels can be used for **popping** or ground into **cornmeal with a rich, sweet flavor**. For the best color development, allow the cobs to **dry completely on the plant** before harvesting, then remove husks and air-dry for a week or two.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Corn Maize- Bloody Butcher_Zea mays/Corn Maize- Bloody Butcher_Zea mays_1.jpg,"January, October, November, December","January, September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November","January, September, October, November, December","Beans, Squash, Cucumber, Melon, Peas, Potato, Marigold, Nasturtium, Borage","Tomato, Cabbage, Broccoli, Cauliflower, Fennel","Onion, Lettuce, Pepper, Sunflower, Spinach"
"Corn, Maize- Early Leaming",Zea mays,vegetable,Vegetable,90-100 days,30cm,20mm,"Full sun, moist soil",Spring and early summer,5-14 days @ 16-35°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Very good flavour,"**Corn, Maize - Early Leaming** (*Zea mays*) is a **fast-growing heirloom variety** that thrives even in **poor soil**, making it an excellent choice for many gardens. These **tall plants** reach an impressive *300cm* and yield **long yellow cobs**, growing up to *25cm*. Enjoy the **versatile harvest** by cooking the cobs when young for a fresh treat, or allow them to mature for use in making cornmeal or as animal feed.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Corn Maize- Early Leaming_Zea mays/Corn Maize- Early Leaming_Zea mays_1.jpg; Corn Maize- Early Leaming_Zea mays/Corn Maize- Early Leaming_Zea mays_2.jpg,"January, October, November, December","January, September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November","January, September, October, November, December","Beans, Squash, Cucumber, Melon, Peas, Potato, Marigold, Nasturtium, Borage","Tomato, Cabbage, Broccoli, Cauliflower, Fennel","Onion, Lettuce, Pepper, Sunflower, Spinach"
"Corn, Maize- Macleay Valley White",Zea mays,vegetable,Vegetable; White cobs,90-110 days,30cm,20mm,"Full sun, moist soil",Spring and early summer,5-14 days @ 16-35°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Very good flavour,"**Corn, Maize - Macleay Valley White** (*Zea mays*) is a **striking variety** that produces **tall plants** reaching up to *350cm*, each bearing **one large cob**. The **crisp white kernels** are delicious eaten fresh when young, or they can be left to mature for grinding into corn flour or for animal feed. This variety, with its origins in the Macleay Valley of New South Wales, Australia, offers a **classic corn experience**.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Corn Maize- Macleay Valley White_Zea mays/Corn Maize- Macleay Valley White_Zea mays_1.jpg,"January, October, November, December","January, September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November","January, September, October, November, December","Beans, Squash, Cucumber, Melon, Peas, Potato, Marigold, Nasturtium, Borage","Tomato, Cabbage, Broccoli, Cauliflower, Fennel","Onion, Lettuce, Pepper, Sunflower, Spinach"
