plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period,beneficial_companions,harmful_companions,neutral_companions
Double Daffodil- Flower Parade,Narcissus pseudonarcissus,flower,Pretty ruffled flowers; Creamy white with orange; Flowers mid season,60-90 days,15cm,8cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Tall flower spikes in rosy purple; Tall perennial to 180cm grown as an annual; Excellent cut flower,"**Double Daffodil- Flower Parade** (*Narcissus pseudonarcissus*) presents a charming spectacle with its **large, double flowers**, featuring multiple layers of **pretty, ruffled creamy white petals** beautifully interspersed with **soft orange-yellow**. Blooming in the **mid-season**, these daffodils are a joy to grow and are perfect for adding cheerful color to containers, beds, borders, or naturalizing under deciduous trees. For a truly impactful display, plant them in groups of at least five bulbs, and enjoy their beauty as a **popular cut flower**.",Orange Flowers; White/Cream Flowers; Container growing; Cut flowers; Borders; Beds; Mass plantings; Ornamental use,,Double Daffodil- Flower Parade_Narcissus pseudonarcissus/Double Daffodil- Flower Parade_Narcissus pseudonarcissus_1.jpg,"March, April, May, June","March, April, May, June","April, May, June","May, June","April, May, June","Daylilies, Hostas, Ferns, Peonies, Apple trees","Peas, Beans, Tulips (in close proximity)","Roses, Hydrangeas, Spirea, most summer perennials"
Double Daffodil- Full House,Narcissus pseudonarcissus,flower,Double ruffled flowers; Sunny yellow centres; Easy to grow,60-90 days,15cm,8cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,An excellent cut or dried flower,"**Double Daffodil- Full House** (*Narcissus pseudonarcissus*) is a radiant addition to any garden, boasting **bright double flowers** with rounded, **pale yellow outer petals** that perfectly complement their **sunny, ruffled yellow coronas**. This **easy-to-grow** daffodil flowers from **early to mid-season**, bringing a cheerful burst of sunshine. Ideal for containers, beds, borders, or mass plantings, these daffodils will naturalize beautifully in areas with cool winters, providing a **popular cut flower** option and a delightful ornamental display. Plant in groups of at least five bulbs for the most impressive visual impact.",Yellow Flowers; Container growing; Cut flowers; Borders; Beds; Mass plantings; Ornamental use,,Double Daffodil- Full House_Narcissus pseudonarcissus/Double Daffodil- Full House_Narcissus pseudonarcissus_1.jpg,"March, April, May, June","March, April, May, June","April, May, June","May, June","April, May, June","Daylilies, Hostas, Ferns, Peonies, Grape Hyacinth","Peas, Beans, Tulips (in close proximity)","Roses, Hydrangeas, Spirea, most summer perennials"
Double Daffodil- Ice King,Narcissus pseudonarcissus,flower,"Cream white to pale yellow petals; Creamy white to pale yellow; Ruffled, fluffy appearance",60-90 days,15cm,15,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Excellent cut flower,"**Double Daffodil - Ice King** (**_Narcissus pseudonarcissus_**) is an elegant daffodil variety that brings a touch of sophistication to any garden. Its **very large flowers** boast **cream-white to pale yellow petals**, creating a soft, ethereal display. The **ruffled central area** of the bloom, transitioning from a soft lemon-yellow to cream-white, adds a delightful texture and releases a **delicate fragrance**. This beauty flowers from **mid to late season**, offering a prolonged period of charm. Easy to grow, **Ice King** daffodils are perfect for **containers, beds, or borders**, and can even be planted under deciduous trees or en masse for a dramatic effect. They will naturalize beautifully in areas with cool winters and are a **popular choice for cut flowers**, bringing their elegance indoors. For the most impactful display, plant these bulbs in groups of at least five.",Yellow Flowers; White/Cream Flowers; Container growing; Cut flowers; Borders; Beds; Mass plantings; Ornamental use,,Double Daffodil- Ice King_Narcissus pseudonarcissus/Double Daffodil- Ice King_Narcissus pseudonarcissus_1.jpg; Double Daffodil- Ice King_Narcissus pseudonarcissus/Double Daffodil- Ice King_Narcissus pseudonarcissus_2.jpg; Double Daffodil- Ice King_Narcissus pseudonarcissus/Double Daffodil- Ice King_Narcissus pseudonarcissus_3.jpg,"March, April, May, June","March, April, May, June","April, May, June","May, June","April, May, June","Daylilies, Hostas, Ferns, Peonies, Forget-me-nots","Peas, Beans, Tulips (in close proximity)","Roses, Hydrangeas, Spirea, most summer perennials"
Double Daffodil- Mixed,Narcissus pseudonarcissus,flower,"Showy double flowers; A mix of yellow, white and orange; Suitable for containers",60-90 days,15cm,8cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Flavour is oyster-like; Mild sweet flavour; Tall flower spikes in rosy purple; Sweet mild flavour,"**Double Daffodil - Mixed** (**_Narcissus pseudonarcissus_**) offers a **vibrant and long-lasting display** of cheerful blooms. This unlabelled mix features **showy double flowers** with double petals, cups, or both, in a delightful combination of **yellow, white, and orange hues**. These eye-catching daffodils are **perfect for planting in containers** or directly in the garden, adding a splash of color to beds, borders, or mass plantings. Growing a mix ensures a continuous show of blooms, extending the daffodil season. Like all garden daffodils, they are **easy to grow** and will naturalize in areas with cool winters. They also make a **popular cut flower**, bringing their mixed brilliance indoors. For the best visual impact, plant these bulbs in groups of at least five.",mixed Flowers; Container growing; Cut flowers; Borders; Beds; Mass plantings; Ornamental use,,Double Daffodil- Mixed_Narcissus pseudonarcissus/Double Daffodil- Mixed_Narcissus pseudonarcissus_1.jpg; Double Daffodil- Mixed_Narcissus pseudonarcissus/Double Daffodil- Mixed_Narcissus pseudonarcissus_2.jpg; Double Daffodil- Mixed_Narcissus pseudonarcissus/Double Daffodil- Mixed_Narcissus pseudonarcissus_3.jpg,"March, April, May, June","March, April, May, June","April, May, June","May, June","April, May, June","Daylilies, Hostas, Ferns, Peonies, Alliums","Peas, Beans, Tulips (in close proximity)","Roses, Hydrangeas, Spirea, most summer perennials"
Double Daffodil- Tamar Fire,Narcissus pseudonarcissus,flower,Deep yellow mixed with orange and red hues; Slight ruffled appearance; Flowers early to mid season,60-90 days,15cm,8cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Excellent cut flower,"**Double Daffodil - Tamar Fire** (**_Narcissus pseudonarcissus_**) is a **striking multi-layered daffodil** that ignites the garden with its warm colors. Featuring **butter yellow petals** with a **slight ruffled appearance**, this variety is further enhanced by a **cluster of small, extra petals in shades of orange and red** at its center, creating a captivating focal point. **Tamar Fire** offers a **subtle fragrance** and blooms from **early to mid-season**, providing an early burst of fiery beauty. These daffodils are **easy to cultivate** and can be planted in **containers, beds, or borders**, as well as under deciduous trees or en masse for a bold statement. They will naturalize in areas with cool winters and are a **highly sought-after cut flower**. For a truly spectacular display, plant these bulbs in groups of at least five.",Multi-Coloured Flowers; Container growing; Cut flowers; Borders; Beds; Mass plantings; Ornamental use,,Double Daffodil- Tamar Fire_Narcissus pseudonarcissus/Double Daffodil- Tamar Fire_Narcissus pseudonarcissus_1.jpg,"March, April, May, June","March, April, May, June","April, May, June","May, June","April, May, June","Daylilies, Hostas, Ferns, Peonies, Fruit trees","Peas, Beans, Tulips (in close proximity)","Roses, Hydrangeas, Spirea, most summer perennials"
Double Daffodil- White Lion,Narcissus pseudonarcissus,flower,Double flowers; Heirloom variety; Large blooms,60-90 days,15cm,8cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Fast growing; Tall flower spikes in rosy purple,"**Double Daffodil - White Lion** (*Narcissus pseudonarcissus*) offers a touch of elegance with its **large, creamy white blooms** that unfurl with a **light yellow, wavy inner whorl**, reminiscent of a gardenia. This **heirloom variety**, dating back to the 1940s and recognized with the Royal Horticultural Society's Award of Garden Merit, flowers from **mid to late season**. These daffodils are a **joy to grow**, thriving in containers, beds, borders, under deciduous trees, or planted en masse for a spectacular display. They will **naturalize beautifully** in areas with cool winters and are a **popular choice for cut flowers**. For the most impactful presentation, plant them in groups of at least five bulbs.",Yellow Flowers; White/Cream Flowers; Container growing; Cut flowers; Borders; Beds; Mass plantings; Ornamental use,,Double Daffodil- White Lion_Narcissus pseudonarcissus/Double Daffodil- White Lion_Narcissus pseudonarcissus_1.jpg,"March, April, May, June","March, April, May, June","April, May, June","May, June","April, May, June","Daylilies, Hostas, Ferns, Peonies, Crocus","Peas, Beans, Tulips (in close proximity)","Roses, Hydrangeas, Spirea, most summer perennials"
Double Fringed Tulip- White Ice,Tulipa hybrida,flower,'Crystal edged' petals; Pure white flowers; Fully double flowers,120-150 days,20cm,15-20cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Mild nutty flavour,"**Double Fringed Tulip - White Ice** (*Tulipa hybrida*) presents **spectacular, fully double flowers** in a **pure white hue**. Its petals are adorned with **delicate, 'crystal-edged' fringes**, giving the blooms a resemblance to peonies when fully open. This robust grower flowers from **mid to late season** on sturdy stems reaching *30cm* in height. For a truly breathtaking display, plant these tulips in groups of at least five, whether in containers or garden beds, adding a touch of refined beauty to your landscape.",White/Cream Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use,,Double Fringed Tulip- White Ice_Tulipa hybrida/Double Fringed Tulip- White Ice_Tulipa hybrida_1.jpg,"March, April, May, June","April, May, June","May, June",,"May, June","Alliums, Garlic, Chives, Forget-me-nots, Grape Hyacinth","Black Walnut, Sunflower, Potato","Daffodils, Daylilies, Hostas, Peonies, most annuals"
Double Tulip- Mascotte,Tulipa hybrida,flower,Soft mauve-pink colour; Double 'peony' flowers; Excellent cut flower,120-150 days,20cm,15-20cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Excellent cut flower; Tall flower spikes in rosy purple,"**Double Tulip - Mascotte** (*Tulipa hybrida*) is a **fluffy, peony-like delight** with a **soft mauve-pink color** and a **delicate fringe**. These **multilayered blooms** unfurl gradually, holding their beauty well on **strong, *40cm* stems**. Flowering in **mid-season**, this variety is an **excellent cut flower**, boasting a long vase life. Also known as peony tulips, they are perfectly suited for garden beds or pots, creating a charming display when planted in groups or drifts.",Pink/Rose Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use,,Double Tulip- Mascotte_Tulipa hybrida/Double Tulip- Mascotte_Tulipa hybrida_1.jpg; Double Tulip- Mascotte_Tulipa hybrida/Double Tulip- Mascotte_Tulipa hybrida_2.jpg,"March, April, May, June","April, May, June","May, June",,"May, June","Alliums, Garlic, Chives, Forget-me-nots, Grape Hyacinth","Black Walnut, Sunflower, Potato","Daffodils, Daylilies, Hostas, Peonies, most annuals"
Dutch Iris- Apollo,,flower,White and yellow flowers; Easy to grow; Flowers mid season,160-210 days,10cm,10cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Excellent cut or dried flower,"**Dutch Iris - Apollo** (*Iris hollandica*) is a stunning herbaceous perennial that reaches up to *1 meter* in height, bringing a touch of elegance to your garden. Its large, orchid-like flowers boast **beautiful white standards**, occasionally kissed with a hint of blue, and **vibrant yellow falls** marked by a subtle orange stripe. As an **easy-to-grow**, low-maintenance bulb, it's perfect for the back of borders, beds, and even large containers, adding **height and ornamental beauty**. These irises are also ***excellent cut flowers***, with long stems ideal for arrangements when picked as buds begin to open. They thrive in *cold and temperate climates* and will naturalize beautifully in suitable conditions.",Multi-Coloured Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use,,Dutch Iris- Apollo_unknown/Dutch Iris- Apollo_unknown_1.jpg,"March, April, May, June","March, April, May, June","May, June",,"April, May, June","Daylily, Sedum, Catmint, Alliums, Marigold, Daffodil, Lupine, Columbine","Mint, Hosta, Astilbe, Black Walnut","Peony, Rose, Coneflower, Salvia, Yarrow, Lavender"
Dutch Iris- Casablanca,,flower,Elegant white flowers; Adds height to borders; Easy to grow,160-210 days,10cm,10cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Excellent cut or dried flower,"**Dutch Iris - Casablanca** (*Iris hollandica*) is an elegant herbaceous perennial that grows to about *1 meter* tall, offering a sophisticated splash of color. Its **graceful white flowers**, sometimes displaying a delicate blue tinge, are accented by a **striking golden-yellow stripe** on the falls. This **easy-to-grow**, low-maintenance bulb produces orchid-like blooms that are perfect for adding **height to borders** and beds, as well as for planting in large containers. The **long stems** make them ***superb cut flowers***; harvest them when the buds just start to unfurl. They flourish in *cold and temperate climates* and have the potential to naturalize, creating a lasting display.",White/Cream Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use,,Dutch Iris- Casablanca_unknown/Dutch Iris- Casablanca_unknown_1.jpg; Dutch Iris- Casablanca_unknown/Dutch Iris- Casablanca_unknown_2.jpg,"March, April, May, June","March, April, May, June","May, June",,"April, May, June","Daylily, Sedum, Catmint, Alliums, Marigold, Daffodil, Lupine, Columbine","Mint, Hosta, Astilbe, Black Walnut","Peony, Rose, Coneflower, Salvia, Yarrow, Lavender"
Dutch Iris- Discovery,,flower,Deep purple-blue flowers; Adds height to borders; Flowers mid season,160-210 days,10cm,10cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Excellent cut or dried flower,"**Dutch Iris - Discovery** (*Iris hollandica*) is a captivating herbaceous perennial that reaches up to *1 meter*, celebrated for its **rich, deep purple-blue flowers**. A true favorite, this variety features a delightful touch of **yellow at the base of its petals**, adding a unique charm. Flowering in *mid-season*, these **easy-to-grow**, low-maintenance bulbs offer orchid-like beauty and are ideal for planting at the back of borders, in beds, or in large containers, providing **impressive height**. They are also ***fantastic for cutting***, with long stems perfect for bouquets when harvested as buds begin to open. This variety performs best in *cold and temperate climates* and will naturalize readily in suitable garden spots.",Purple/Violet Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use,,Dutch Iris- Discovery_unknown/Dutch Iris- Discovery_unknown_1.jpg,"March, April, May, June","March, April, May, June","May, June",,"April, May, June","Daylily, Sedum, Catmint, Alliums, Marigold, Daffodil, Lupine, Columbine","Mint, Hosta, Astilbe, Black Walnut","Peony, Rose, Coneflower, Salvia, Yarrow, Lavender"
Dutch Iris- Discovery Purple,,flower,Deep purple-blue flowers; Robust plants; Great cut flower,160-210 days,10cm,10cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,,"**Dutch Iris - Discovery Purple** (*Iris x hollandica* 'Discovery Purple') is a stunning herbaceous perennial that reaches up to *1 meter* in height, gracing your garden with **deep purple-blue petals** accented by a **bright yellow patch**. This newer variety boasts a **long flowering time** and **excellent vase life**, making it a prized addition for bouquets. As an **easy-to-grow, low-maintenance bulb**, it produces **orchid-like flowers** and is perfect for the **back of borders, beds, and large containers**. Its vibrant colors and **long stems** make it an **excellent cut flower**; simply pick when the buds begin to open. Thriving in *cold and temperate climates*, this Dutch Iris has the potential to **naturalize** in suitable conditions, offering enduring beauty year after year.",Purple/Violet Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use,,Dutch Iris- Discovery Purple_unknown/Dutch Iris- Discovery Purple_unknown_1.jpg,"March, April, May, June","March, April, May, June","May, June",,"April, May, June","Daylily, Sedum, Catmint, Alliums, Marigold, Daffodil, Lupine, Columbine","Mint, Hosta, Astilbe, Black Walnut","Peony, Rose, Coneflower, Salvia, Yarrow, Lavender"
Dutch Iris- Dutchy Blue,,flower,Lavender flowers; Soft gold patch; Flowers mid season,160-210 days,10cm,10cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Excellent cut or dried flower,"**Dutch Iris - Dutchy Blue** (*Iris x hollandica* 'Dutchy Blue') is a charming herbaceous perennial that grows to about *1 meter* tall, showcasing **lavender-blue standards** complemented by lighter mauve falls and a **soft gold patch**. Flowering in **mid-season**, this **easy-to-grow, low-maintenance bulb** produces **orchid-like flowers** that are ideal for adding a touch of elegance to the **back of borders, beds, and large containers**. Its **long stems** make it an **excellent cut flower**; harvest when the buds just start to unfurl. This variety performs best in *cold and temperate climates* and will **naturalize** over time in the right environment, providing a continuous display of its beautiful blue hues.",Blue Flowers; Purple/Violet Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use,,Dutch Iris- Dutchy Blue_unknown/Dutch Iris- Dutchy Blue_unknown_1.jpg; Dutch Iris- Dutchy Blue_unknown/Dutch Iris- Dutchy Blue_unknown_2.jpg,"March, April, May, June","March, April, May, June","May, June",,"April, May, June","Daylily, Sedum, Catmint, Alliums, Marigold, Daffodil, Lupine, Columbine","Mint, Hosta, Astilbe, Black Walnut","Peony, Rose, Coneflower, Salvia, Yarrow, Lavender"
Dutch Iris- Miss Saigon,,flower,Bicoloured flowers; Lilac blue and yellow flowers; Good vase life,160-210 days,10cm,10cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Excellent cut flower,"**Dutch Iris - Miss Saigon** (*Iris x hollandica* 'Miss Saigon') is a captivating herbaceous perennial reaching up to *100 cm* tall, celebrated for its **bicoloured flowers**. The upper petals display a lovely gradient from **blue to silvery lilac**, while the lower petals are a striking **yellow**, gracefully fading to pale lemon at the edges. This **robust newer variety** offers a **long flowering time** and a **good vase life**, making it a fantastic choice for cut arrangements. As an **easy-to-grow, low-maintenance bulb**, it produces **orchid-like flowers** that are perfectly suited for the **back of borders, beds, and large containers**. Pick the **long stems** when the buds begin to open for an **excellent cut flower** display. It flourishes in *cold and temperate climates* and has the ability to **naturalize** in suitable conditions.",Multi-Coloured Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use,,Dutch Iris- Miss Saigon_unknown/Dutch Iris- Miss Saigon_unknown_1.jpg,"March, April, May, June","March, April, May, June","May, June",,"April, May, June","Daylily, Sedum, Catmint, Alliums, Marigold, Daffodil, Lupine, Columbine","Mint, Hosta, Astilbe, Black Walnut","Peony, Rose, Coneflower, Salvia, Yarrow, Lavender"
Dutch Iris- Orange Beauty,,flower,Golden yellow flowers; Long flowering time; Excellent cut flower,160-210 days,10cm,10cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Excellent cut flower,"**Dutch Iris - Orange Beauty** (*Iris x hollandica* 'Orange Beauty') is a stunning herbaceous perennial that brings a burst of sunshine to your garden, growing to an impressive *1 meter* in height. Its rich, **golden yellow flowers** are adorned with a subtle **orange stripe** on the lower petals, creating a truly captivating display. This robust, newer variety boasts a **long flowering time** and excellent vase life, making it an **excellent cut flower** with long stems. Perfect for the back of borders, beds, and large containers, these easy-to-grow, low-maintenance bulbs offer orchid-like blooms and will naturalize beautifully in suitable cold and temperate climates.",Yellow Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use,,Dutch Iris- Orange Beauty_unknown/Dutch Iris- Orange Beauty_unknown_1.jpg; Dutch Iris- Orange Beauty_unknown/Dutch Iris- Orange Beauty_unknown_2.jpg,"March, April, May, June","March, April, May, June","May, June",,"April, May, June","Daylily, Sedum, Catmint, Alliums, Marigold, Daffodil, Lupine, Columbine","Mint, Hosta, Astilbe, Black Walnut","Peony, Rose, Coneflower, Salvia, Yarrow, Lavender"
Dutch Iris- Professor Blaauw,,flower,Violet-blue flowers; Easy to grow; Adds height to borders,160-210 days,10cm,10cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,An excellent cut or dried flower,"**Dutch Iris - Professor Blaauw** (*Iris x hollandica* 'Professor Blaauw') is a magnificent herbaceous perennial that reaches approximately *1 meter* tall, adding striking vertical interest to your garden. Its **deep violet-blue flowers** are elegantly shaped with rounded falls, highlighted by a vibrant **yellow stripe**. This variety flowers mid-season, offering a beautiful splash of color. As an easy-to-grow, low-maintenance bulb, it's ideal for planting at the back of borders, in beds, or large containers, providing orchid-like blooms. Its long stems make it an **excellent cut flower**; simply pick when the buds begin to open. Thriving in cold and temperate climates, it will naturalize readily.",Purple/Violet Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use,,Dutch Iris- Professor Blaauw_unknown/Dutch Iris- Professor Blaauw_unknown_1.jpg; Dutch Iris- Professor Blaauw_unknown/Dutch Iris- Professor Blaauw_unknown_2.jpg; Dutch Iris- Professor Blaauw_unknown/Dutch Iris- Professor Blaauw_unknown_3.jpg,"March, April, May, June","March, April, May, June","May, June",,"April, May, June","Daylily, Sedum, Catmint, Alliums, Marigold, Daffodil, Lupine, Columbine","Mint, Hosta, Astilbe, Black Walnut","Peony, Rose, Coneflower, Salvia, Yarrow, Lavender"
Dutch Iris- Red Ember,,flower,Wine red flowers; Long flowering period; Flowers late,160-210 days,10cm,10cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,,"**Dutch Iris - Red Ember** (*Iris x hollandica* 'Red Ember') is a dramatic herbaceous perennial that commands attention, growing to about *1 meter* in height. Its **wine red standards** are beautifully contrasted by mahogany falls, each marked with a striking **golden blotch**. This newer variety offers a **long flowering period** and a **good vase life**, making it a superb choice for cutting. Flowering late in the season, it provides a final flourish of intense color. These easy-to-grow, low-maintenance bulbs with their orchid-like blooms are perfect for the back of borders, beds, and large containers, and will naturalize in suitable cold and temperate climates.",Red/Crimson Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use,,Dutch Iris- Red Ember_unknown/Dutch Iris- Red Ember_unknown_1.jpg,"March, April, May, June","March, April, May, June","May, June",,"April, May, June","Daylily, Sedum, Catmint, Alliums, Marigold, Daffodil, Lupine, Columbine","Mint, Hosta, Astilbe, Black Walnut","Peony, Rose, Coneflower, Salvia, Yarrow, Lavender"
Dutch Iris- Silvery Beauty,,flower,Silvery blue flowers; New variety; Great cut flower,160-210 days,10cm,10cm,"Full or part sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,,"**Dutch Iris - Silvery Beauty** (*Iris hollandica*) is a **robust herbaceous perennial** that reaches up to *1 meter* in height, gracing your garden with **silvery blue standards** and **almost white falls** marked by narrow yellow blotches. This **newer variety** boasts a **long flowering time** and an impressive **long vase life**, making it an **excellent cut flower** with long stems; pick when the buds just begin to unfurl. As an **easy-to-grow, low-maintenance bulb** with **orchid-like flowers**, it's perfectly suited for the **back of borders, beds, and large containers**. Thriving in *cold and temperate climates*, this Dutch Iris will **naturalize** beautifully in suitable conditions, offering **ornamental use** in shades of blue and white/cream.",Blue Flowers; White/Cream Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use,,Dutch Iris- Silvery Beauty_unknown/Dutch Iris- Silvery Beauty_unknown_1.jpg,"March, April, May, June","March, April, May, June","May, June",,"April, May, June","Daylily, Sedum, Catmint, Alliums, Marigold, Daffodil, Lupine, Columbine","Mint, Hosta, Astilbe, Black Walnut","Peony, Rose, Coneflower, Salvia, Yarrow, Lavender"
Echinacea,Echinacea purpurea,flower,"Perennial 100cm; Medicinal herb; Also known as ""Purple Coneflower""",90-140 days,50cm,6mm,"Part or full sun, moist well drained soil",Spring,10-15 days @ 18-21°C,Sow direct or raise seedlings,Hardy Perennial,Best flavour of the common thyme varieties,"**Echinacea** (*Echinacea purpurea*), also known as the **""Purple Coneflower,""** is a **perennial** that grows to *100 cm* tall, showcasing **attractive purple flowers**. Beyond its **ornamental use** in **borders, bush gardens, and as a cut flower**, this plant is a **medicinal herb** with a rich history of traditional uses. Its vibrant blooms bring color and charm to the garden while offering potential wellness benefits.",Purple/Violet Flowers; Cut flowers; Borders; Medicinal use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Echinacea_Echinacea purpurea/Echinacea_Echinacea purpurea_1.jpg; Echinacea_Echinacea purpurea/Echinacea_Echinacea purpurea_2.jpg,"September, October, November, December","January, September, October, November, December","March, April, May, September, October, November","March, April, May, September, October, November","September, October, November, December","Rudbeckia, Salvia, ornamental grasses, tomatoes, squash, peppers, bee balm","Hosta, ferns, aggressive mints, plants needing heavy shade","Daylily, peony, carrots, beans, iris"
Echinacea- Narrow Leaf Coneflower,Echinacea angustifolia,flower,"Perennial, 75cm; Attracts pollinators; Long flowering period",90-110 days,50cm,1mm,"Part or full sun, moist well drained soil",Spring and autumn,10-20 days @ 20-25°C,Sow direct or raise seedlings,Hardy Perennial,,"The **Narrow Leaf Coneflower** (*Echinacea angustifolia*) is a **perennial** native to North America, growing to *75 cm* with **daisy-like flowers** featuring **pink petals** surrounding a **yellow disc** atop tall stems. This **long-flowering variety** is a **great addition to perennial borders, wildflower meadows, or bee gardens**, as it **attracts beneficial insects, butterflies, and bees**. The taproot is recognized for its **medicinal uses**, and the flowers can be **dried or used as cut flowers**, providing beauty and interest from **early summer through late autumn**.",Pink/Rose Flowers; Attracts beneficial insects; Borders; Medicinal use; Ornamental use; Cut flowers,"Open pollinated, untreated, non-GMO variety of seed",Echinacea- Narrow Leaf Coneflower_Echinacea angustifolia/Echinacea- Narrow Leaf Coneflower_Echinacea angustifolia_1.jpg; Echinacea- Narrow Leaf Coneflower_Echinacea angustifolia/Echinacea- Narrow Leaf Coneflower_Echinacea angustifolia_2.jpg,"September, October, November, December","January, September, October, November, December","March, April, May, September, October, November","March, April, May, September, October, November","September, October, November, December","Rudbeckia, gaillardia, ornamental grasses, salvia, tomatoes, squash, peppers","Hosta, ferns, plants needing consistently moist soil or deep shade","Daylily, peony, iris, carrots, bush beans"
Echium- Pride of Madiera,Echium thyrsiflorum,flower,Perennial to 180cm; Tall blue flower spikes; Drought tolerant,2-3 years,100cm,1mm,"Full sun, well drained soil",Spring and summer,14-30 days @ 15-20°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Half Hardy Perennial,Tall blue flower spikes; Tall flower spikes in rosy purple,"**Echium - Pride of Madeira** (**_Echium thyrsiflorum_**) is a striking woody perennial shrub that forms a low mound, reaching up to *180cm* in height. Its **sword-shaped, grey-green upright leaves** grow in attractive rosettes along the stems, giving it an architectural presence. In late summer, it erupts with **tall, cylindrical flower spikes** densely covered in **nectar-rich blue tubular flowers**, which are a magnet for bees. This drought-tolerant beauty is perfect for **mixed borders, dry gardens**, and even **containers**, adding a dramatic vertical element and vibrant color to your landscape.",Blue Flowers; Container growing; Attracts beneficial insects; Drought tolerant; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Echium- Pride of Madiera_Echium thyrsiflorum/Echium- Pride of Madiera_Echium thyrsiflorum_1.jpg; Echium- Pride of Madiera_Echium thyrsiflorum/Echium- Pride of Madiera_Echium thyrsiflorum_2.jpg; Echium- Pride of Madiera_Echium thyrsiflorum/Echium- Pride of Madiera_Echium thyrsiflorum_3.jpg,"September, October, November",,,,,"Lavender, rosemary, succulents, ceanothus, apple trees, squash","Tomatoes, cucumbers, hydrangeas, hosta, ferns, plants needing rich or moist soil","Bougainvillea, large ornamental grasses, agave"
