plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period
Mustard Greens- Red Giant,Brassica juncea,herb,"Good for baby leaf & microgreens; Grown for its large red, slightly savoyed leaves; Great for salads",65 days (baby leaf: 21 days),50cm,5mm,"Part or full sun, moist soil",Spring and autumn,7-14 days @ 18-20°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Peppery flavour,"**Red-Leafed Mustard** is an annual grown for its stunning large leaves with red/maroon coloration and green ribs. Strong and pungent, it's ideal for adding flavor and color to salads, as a fresh leafy green, or cooked like spinach. Fast-growing and heavy-producing, this variety is also great for baby leaves, microgreens, and even as a green manure.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Mustard Greens- Red Giant_Brassica juncea/Mustard Greens- Red Giant_Brassica juncea_1.jpg; Mustard Greens- Red Giant_Brassica juncea/Mustard Greens- Red Giant_Brassica juncea_2.jpg; Mustard Greens- Red Giant_Brassica juncea/Mustard Greens- Red Giant_Brassica juncea_3.jpg; Mustard Greens- Red Giant_Brassica juncea/Mustard Greens- Red Giant_Brassica juncea_4.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
Mustard Greens- Southern Giant Curled,Brassica juncea,herb,Leafy green vegetable to 60cm; Large leaves with frilled edges; Fast and easy to grow,45 days,30cm,5mm,"Part or full sun, moist soil",Spring and autumn,7-14 days @ 7-23°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Fast and easy to grow,"For gardeners looking for a new twist on traditional greens, **Mustard Leaf** offers a flavorful alternative. Growing to 60cm tall with large green leaves featuring frilled edges, it's perfect for salads or cooked dishes. With its strong mustard flavor mellowing in young leaves and when cooked, this plant is both versatile and easy to grow.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Mustard Greens- Southern Giant Curled_Brassica juncea/Mustard Greens- Southern Giant Curled_Brassica juncea_1.jpg; Mustard Greens- Southern Giant Curled_Brassica juncea/Mustard Greens- Southern Giant Curled_Brassica juncea_2.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
Mustard Greens- Tender Green,Brassica juncea,herb,Annual; Can be used as a green manure; Good for salad greens,40-50 days,50cm,5mm,"Part or full sun, moist soil",Spring and autumn,7-14 days @ 18-20°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,,"Add some heat to your meals with **Smooth Mustard**, an annual leaf vegetable or herb boasting upright growth and smooth green leaves. Its hot mustard flavor can be tamed by cooking, making it perfect for raw salads or cooked dishes. Fast-growing and heavy-producing, this plant is also great as a green manure.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Mustard Greens- Tender Green_Brassica juncea/Mustard Greens- Tender Green_Brassica juncea_1.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
Mustard Greens- Yukina Savoy,Brassica juncea,herb,"Vigorous, hardy and quick to grow; Mild mustard flavour; Good for baby leaf and use as a salad green",25-45 days,50cm,5mm,"Part or full sun, moist soil",Spring and autumn,7-14 days @ 18-20°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,"Vigorous, hardy and quick to grow; Mild mustard flavour",". For gardeners seeking a mild mustard flavor without the heat, **Savoyed Mustard** offers an excellent solution. Growing up to 30cm tall with rounded, thick deep green leaves featuring a savoyed texture, it's perfect for salads or cooked dishes. With its vigorous growth habit and hardy nature, this annual leaf vegetable is quick to grow and adds a delightful twist to any meal.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Mustard Greens- Yukina Savoy_Brassica juncea/Mustard Greens- Yukina Savoy_Brassica juncea_1.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
"Mustard, Black",Brassica nigra,herb,Annual; Grown for its seeds; Stronger flavour than other mustards,40-60 days,35cm,5mm,"Part or full sun, moist soil",Spring and autumn,5-10 days @ 4-20°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Stronger flavour than other mustards,"**Black Mustard** (*Brassica nigra*) is an annual grown for its seeds, which are used as a flavouring with the strongest taste among all mustards. Its seeds are commonly used in curries, salads, and as a general seasoning. The plant's leaves can be harvested as a salad green or leaf vegetable. Black mustard is a fast-growing crop that produces heavily, making it an excellent choice for green manure.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Mustard Black_Brassica nigra/Mustard Black_Brassica nigra_1.jpg; Mustard Black_Brassica nigra/Mustard Black_Brassica nigra_2.jpg; Mustard Black_Brassica nigra/Mustard Black_Brassica nigra_3.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
Mustard- Osaka Purple,Brassica juncea,herb,"Thick purple leaves; Pungent, peppery mustard flavour; Good for baby leaf, salad green or cooked",25-45 days,50cm,5mm,"Part or full sun, moist soil",Spring and autumn,7-14 days @ 18-20°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,"Pungent, peppery mustard flavour","**Garden Mustard** (*Brassica juncea*) is an annual leaf vegetable prized for its broad, deeply lobed, thick purple leaves with a slightly ruffled texture. This variety grows in an upright rosette habit and boasts a pungent, peppery mustard flavour that's perfect for baby leaf and salads or cooked as a main dish. It's a vigorous, hardy, and quick-growing plant, whose colour intensifies in cool temperatures.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Mustard- Osaka Purple_Brassica juncea/Mustard- Osaka Purple_Brassica juncea_1.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
Nasturtium,Tropaeolum majus,herb,Climbing annual; Culinary and medicinal herb; Peppery flavour,70-80 days,30-45cm,15mm,"Part or full sun, moist well drained soil",Spring to early autumn (in cool climates spring only),7-14 days @ 16-20°C,Sow direct or raise seedlings,Frost tender Annual,Peppery flavour,"**Creeping Mustard** (*Alliaria petiolata*) is a climbing annual featuring leaves and flowers with a peppery flavour similar to watercress. Its seeds can be ground into a pepper substitute, while the plant also has medicinal uses. This versatile herb makes an excellent addition to salads, sandwiches, and other dishes.",Orange Flowers; Culinary use; Medicinal use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Nasturtium_Tropaeolum majus/Nasturtium_Tropaeolum majus_1.jpg; Nasturtium_Tropaeolum majus/Nasturtium_Tropaeolum majus_2.jpg; Nasturtium_Tropaeolum majus/Nasturtium_Tropaeolum majus_3.jpg; Nasturtium_Tropaeolum majus/Nasturtium_Tropaeolum majus_4.jpg,"September, October, November, December","January, February, August, September, October, November, December","February, March, April, May, June, July, August, September","February, March, April, May, June, July, August, September","February, March, April, May, June, July, August, September"
Nasturtium- Gleam Scarlet,Tropaeolum majus,herb,Climbing annual; Deep scarlet flowers; Semi-double to double flowers,70-80 days,30-45cm,15mm,"Part or full sun, moist well drained soil",Spring to early autumn (in cool climates spring only),7-14 days @ 16-20°C,Sow direct or raise seedlings,Frost tender Annual,,"**Red Scarlet Flare** is an annual, moderately vigorous trailing vine boasting deep scarlet double to semi-double flowers held above its foliage. The leaves and flowers are edible, with a peppery taste perfect for fresh use in salads. This variety excels in hanging baskets, as a groundcover, or spilling over a retaining wall.",Red/Crimson Flowers; Container growing; Ground Cover; Culinary use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Nasturtium- Gleam Scarlet_Tropaeolum majus/Nasturtium- Gleam Scarlet_Tropaeolum majus_1.jpg; Nasturtium- Gleam Scarlet_Tropaeolum majus/Nasturtium- Gleam Scarlet_Tropaeolum majus_2.jpg; Nasturtium- Gleam Scarlet_Tropaeolum majus/Nasturtium- Gleam Scarlet_Tropaeolum majus_3.jpg,"September, October, November, December","January, February, August, September, October, November, December","February, March, April, May, June, July, August, September","February, March, April, May, June, July, August, September","February, March, April, May, June, July, August, September"
Native Ginger,Alpinia caerulea,herb,"Edible shoots, fruit and rhizome; Mild ginger flavour; Suited to shade or part shade",365,,3mm,"Part or full shade, moist well drained soil",Spring and summer,10-60 days @ 20-24°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Frost Tender Perennial,Mild ginger flavour,"**Blue Ginger** (*Asarum caulescens*) is a fast-growing edible perennial originating from northern NSW and Queensland's rainforests. It shares a relation with galangal and features clumps of deep green sword-shaped leaves growing up to 2m tall from an underground rhizome. Fragrant white flowers appear in spring and summer, followed by attractive bright blue fruit that birds adore. New shoots offer a mild ginger flavour for cooking, while the berries are tangy and lemony. Rhizomes have a milder ginger taste than galangal, perfect for wrapping fish for baking or steaming.",Container growing; Culinary use; Ornamental use; Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Native Ginger_Alpinia caerulea/Native Ginger_Alpinia caerulea_1.jpg; Native Ginger_Alpinia caerulea/Native Ginger_Alpinia caerulea_2.jpg,"September, October, November",,,,
Native Ginger- Redback,Alpinia caerulea,herb,"Edible shoots, fruit and rhizome; Ornamental green leaves with red undersides; Suited to shade or part shade",365,,3mm,"Part or full shade, moist well drained soil",Spring and summer,10-60 days @ 20-24°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Frost Tender Perennial,,"**Blue Ginger** (*Asarum caulescens*) is another fast-growing edible perennial from northern NSW and Queensland's rainforests, related to galangal. It boasts clumps of deep green sword-shaped leaves with red undersides growing up to 2m tall from an underground rhizome. Fragrant white flowers appear in spring and summer, followed by attractive bright blue fruit that birds adore. New shoots offer a mild ginger flavour for cooking, while the berries are tangy and lemony. Rhizomes have a milder ginger taste than galangal, perfect for wrapping fish for baking or steaming.",Container growing; Culinary use; Ornamental use; Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Native Ginger- Redback_Alpinia caerulea/Native Ginger- Redback_Alpinia caerulea_1.jpg; Native Ginger- Redback_Alpinia caerulea/Native Ginger- Redback_Alpinia caerulea_2.jpg,"September, October, November",,,,
Oregano- Greek,Origanum hirtum,herb,Perennial 60cm; Culinary herb; Better flavour than other varieties,85-100 days,50cm,5mm,"Part or full sun, moist well drained soil",Spring and summer,7-14 days @ 18-21°C,Sow direct or raise seedlings,Hardy Perennial,Better flavour than other varieties; Best flavour of the common thyme varieties; Refreshing flavour,"**Purple Sage** (*Salvia officinalis*) is a perennial growing up to 60cm with a bushy habit featuring pointed grey-green leaves that are aromatic and very potent. This variety offers a strong peppery flavour used in Italian, Greek, and Mexican cuisine. Its leaves can be used fresh or dried and also have medicinal uses; it's often called ""The pizza herb"".",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Oregano- Greek_Origanum hirtum/Oregano- Greek_Origanum hirtum_1.jpg; Oregano- Greek_Origanum hirtum/Oregano- Greek_Origanum hirtum_2.jpg; Oregano- Greek_Origanum hirtum/Oregano- Greek_Origanum hirtum_3.jpg,"September, October, November, December","March, April, August, September, October, November, December","March, April, May, June, July, August, September, October","April, May, June, July, August, September","March, April, September, October, November"
Oregano- Italian,Origanum vulgare,herb,Perennial 60cm; Culinary herb; Strong peppery flavour,85-100 days,50cm,5mm,"Part or full sun, moist well drained soil",Spring and summer,7-14 days @ 15-25°C,Sow direct or raise seedlings,Hardy Perennial,Strong peppery flavour; Best flavour of the common thyme varieties; Refreshing flavour,"**Sage** (*Salvia officinalis*) is a perennial growing up to 60cm with a bushy habit featuring ovate dark green leaves that are aromatic and very potent. This variety offers a strong peppery flavour used in Italian, Greek, and Mexican cuisine. Its leaves can be used fresh or dried and also have medicinal uses; it's often called ""The pizza herb"".",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Oregano- Italian_Origanum vulgare/Oregano- Italian_Origanum vulgare_1.jpg; Oregano- Italian_Origanum vulgare/Oregano- Italian_Origanum vulgare_2.jpg,"September, October, November, December","March, April, August, September, October, November, December","March, April, May, June, July, August, September, October","April, May, June, July, August, September","March, April, September, October, November"
Parsley- Hamburg Turnip Rooted,Petroselinum tuberosum,herb,Biennial; Culinary herb/Vegetable; Parsnip-like roots to 25cm,85-95 days,20cm,3mm,"Part or full sun, moist well drained soil",Spring and autumn,21-35 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial (usually grown as an annual),Mild flavour,**Parsley Root** (*Petroselinum crispum*) is a biennial often grown as an annual that produces enlarged roots similar to parsnip in appearance and flavour. Aromatic flat green leaves are used like ordinary parsley.,Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Parsley- Hamburg Turnip Rooted_Petroselinum tuberosum/Parsley- Hamburg Turnip Rooted_Petroselinum tuberosum_1.jpg; Parsley- Hamburg Turnip Rooted_Petroselinum tuberosum/Parsley- Hamburg Turnip Rooted_Petroselinum tuberosum_2.jpg; Parsley- Hamburg Turnip Rooted_Petroselinum tuberosum/Parsley- Hamburg Turnip Rooted_Petroselinum tuberosum_3.jpg,"January, February, March, September, October, November, December","January, February, March, August, September, October, November, December","March, April, May, June, July, August, September","May, June, July","May, June, July"
Parsley- Moss Curled,Petroselinum crispum,herb,Biennial; Culinary herb; Tightly curled leaves,80 days,30cm,3mm,"Part or full sun, moist well drained soil",Spring and autumn,14-21 days @ 10-30°C,Sow direct or raise seedlings,Frost Hardy Biennial,Best flavour of the common thyme varieties,". **Curled-Leaf Parsley** (*Petroselinum sativum*) is a biennial herb growing up to 30cm with tightly curled bright green foliage perfect for fresh or dried use in sauces, salads, and as a garnish. It's a winner of an RHS Award of Garden Merit due to its nutritious value and attractive appearance.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Parsley- Moss Curled_Petroselinum crispum/Parsley- Moss Curled_Petroselinum crispum_1.jpg; Parsley- Moss Curled_Petroselinum crispum/Parsley- Moss Curled_Petroselinum crispum_2.jpg; Parsley- Moss Curled_Petroselinum crispum/Parsley- Moss Curled_Petroselinum crispum_3.jpg,"January, February, March, September, October, November, December","January, February, March, August, September, October, November, December","March, April, May, June, July, August, September","May, June, July","May, June, July"
Parsley- Triple Curled,Petroselinum crispum,herb,Biennial; Culinary herb; Very decorative variety,70-80 days,30cm,3mm,"Part or full sun, moist well drained soil",Spring and autumn,14-21 days @ 10-30°C,Sow direct or raise seedlings,Hardy Biennial (usually grown as an annual),Best flavour of the common thyme varieties,"**Curled-Leaf Parsley** (*Petroselinum sativum*) is a biennial often grown as an annual, producing upright plants with curled dark green leaves that are highly decorative and often used as a garnish. Its milder flavor than Italian parsley makes it a popular choice for cooking and adding to dishes. This fast-growing herb can be used fresh or dried, raw or cooked, and thrives in containers.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Parsley- Triple Curled_Petroselinum crispum/Parsley- Triple Curled_Petroselinum crispum_1.jpg; Parsley- Triple Curled_Petroselinum crispum/Parsley- Triple Curled_Petroselinum crispum_2.jpg; Parsley- Triple Curled_Petroselinum crispum/Parsley- Triple Curled_Petroselinum crispum_3.jpg,"January, February, March, September, October, November, December","January, February, March, August, September, October, November, December","March, April, May, June, July, August, September","May, June, July","May, June, July"
Pennyroyal,Mentha pulegium,herb,Perennial 15cm; Repels insects,85-90 days,30cm,1mm,"Part or full sun, moist soil",Spring and autumn,10-14 days @ 13-18°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,,"Perennial growing to 30cm, this low-growing spreading plant boasts bright green leaves and vibrant purple flowers that repel insects (fleas, flies, ants, moths, etc.) and mice, making it a great addition to any garden.",Container growing; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Pennyroyal_Mentha pulegium/Pennyroyal_Mentha pulegium_1.jpg; Pennyroyal_Mentha pulegium/Pennyroyal_Mentha pulegium_2.jpg; Pennyroyal_Mentha pulegium/Pennyroyal_Mentha pulegium_3.jpg,"September, October, November",,,,
Perilla- Green,Perilla frutescens,herb,Annual 60cm; Asian culinary herb; Also known as Shiso,70 days,30cm,1mm,"Full or part sun, moist soil",Spring or after frost,7-21 days @ 19-21°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Frost tender Annual,Sweet and sour flavour,"**Shiso** is an annual herb reaching up to 60cm, known for its bushy growth and striking green foliage. Its roundish serrated leaves pack an amazing flavor, commonly used in sushi, but can also be utilized as a bedding plant due to its attractive appearance.",Beds; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Perilla- Green_Perilla frutescens/Perilla- Green_Perilla frutescens_1.jpg,"September, October, November, December","August, September, October, November","August, September, October, November","March, April, May, June, July, August, September","August, September, October"
Perilla- Red,Perilla frutescens,herb,Annual 60cm; Asian culinary herb; Also known as Shiso,85 days,30cm,1mm,"Full or part sun, moist soil",Spring or after frost,7-21 days @ 19-21°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Frost tender Annual,Sweet and sour flavour,"Similar to the previous description, **Shiso** (also known as ""Purple Leaf Shiso"") is an annual herb growing up to 60cm with bushy growth and decorative red/purple foliage. Its roundish serrated leaves have an incredible flavor profile, commonly used in sushi, but can also be used as a bedding plant due to its vibrant appearance.",Beds; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Perilla- Red_Perilla frutescens/Perilla- Red_Perilla frutescens_1.jpg; Perilla- Red_Perilla frutescens/Perilla- Red_Perilla frutescens_2.jpg; Perilla- Red_Perilla frutescens/Perilla- Red_Perilla frutescens_3.jpg,"September, October, November, December","August, September, October, November","August, September, October, November","March, April, May, June, July, August, September","August, September, October"
Plantago Plantain,Plantago lanceolata,herb,"Perennial 60cm; Culinary and medicinal herb; Also known as ""Ribwort""",190-220 days,20cm,4mm,"Full sun, moist well drained soil",Spring,21-28 days @ 20-25°C,Sow direct or raise seedlings,Hardy Perennial,Sweet and sour flavour,"**Ribwort** (*Plantago lanceolata*) is a perennial growing up to 60cm that blooms in its first year. With multiple uses in cooking and medicine, this versatile plant is an excellent choice for borders and rock gardens.",Rockeries; Borders; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Plantago Plantain_Plantago lanceolata/Plantago Plantain_Plantago lanceolata_1.jpg; Plantago Plantain_Plantago lanceolata/Plantago Plantain_Plantago lanceolata_2.jpg,"September, October, November",,,,
Purslane- Golden,,herb,Annual 30cm; Culinary herb; Sweet and sour flavour,50-60 days,30cm,3mm,"Full sun, moist well drained soil",Spring and summer,7-10 days @ 15-35°C,Sow direct or raise seedlings,Frost tender Annual,Sweet and sour flavour,"*Rat's Tail Cress* is an annual reaching 30cm with upright growth and crisp golden green leaves boasting a mild sweet and sour flavor. It can be eaten raw or cooked, making it perfect for salads, soups, and as a garnish due to its high nutritional value. Its leaves can also be used as a thickener in soups and stews.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Purslane- Golden_unknown/Purslane- Golden_unknown_1.jpg; Purslane- Golden_unknown/Purslane- Golden_unknown_2.jpg,"January, October, November, December","January, February, September, October, November, December","January, February, March, August, September, October, November, December","January, August, September, October, November, December","January, February, September, October, November, December"
Purslane- Green,Portulaca oleracea,herb,Annual 30cm; Culinary herb; Sweet and sour flavour,50-60 days,30cm,3mm,"Full sun, moist well drained soil",Spring and summer,7-10 days @ 15-35°C,Sow direct or raise seedlings,Frost tender Annual,Sweet and sour flavour,"Similar to the previous description, *Rat's Tail Cress* is an annual growing up to 30cm with upright growth and crisp green leaves possessing a mild sweet and sour flavor. It can be eaten raw or cooked, commonly used in salads, soups, and as a garnish due to its high nutritional value.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Purslane- Green_Portulaca oleracea/Purslane- Green_Portulaca oleracea_1.jpg,"January, October, November, December","January, February, September, October, November, December","January, February, March, August, September, October, November, December","January, August, September, October, November, December","January, February, September, October, November, December"
Pyrethrum,Chrysanthemum cinerariifolium,herb,Perennial 40cm; Flower heads are used to make an insecticide; Good for flower beds and garden borders,100-120 days,35cm,4mm,"Full sun, moist well drained soil",Spring,7-10 days @ 15-21°C,Sow direct or raise seedlings,Hardy Perennial,Sweet and sour flavour,"Synonyms include *Tanacetum cinerarifolium*; this perennial grows up to 40cm with grey/green leaves and produces white daisy-like flowers featuring yellow centers. Its versatility makes it suitable for flower beds and garden borders, even in containers. Repels insects like moths and can be dried to use as an insecticide.",White/Cream Flowers; Container growing; Borders; Beds; Medicinal use; Ornamental use; Cut flowers,"Open pollinated, untreated, non-GMO variety of seed",Pyrethrum_Chrysanthemum cinerariifolium/Pyrethrum_Chrysanthemum cinerariifolium_1.jpg; Pyrethrum_Chrysanthemum cinerariifolium/Pyrethrum_Chrysanthemum cinerariifolium_2.jpg; Pyrethrum_Chrysanthemum cinerariifolium/Pyrethrum_Chrysanthemum cinerariifolium_3.jpg; Pyrethrum_Chrysanthemum cinerariifolium/Pyrethrum_Chrysanthemum cinerariifolium_4.jpg,"September, October, November",,,,
Rocket,Eruca sativa,herb,Salad green; Rich peppery flavour; Large green serrated leaves,60 days,40cm,3mm,"Part or full sun, well drained soil",Spring and autumn,7-21 days @ 15-20°C,Sow direct or raise seedlings,Hardy Annual,Rich peppery flavour; Sweet and sour flavour,"**Wild Rocket** (*Eruca vesicaria*) is an annual reaching 100cm with large green serrated leaves boasting a rich peppery flavor. Primarily used as a salad green but also suitable for cooking, its leaves are best harvested when young and tender, tolerating cold weather well. Other names include Arugula and Roquette.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Rocket_Eruca sativa/Rocket_Eruca sativa_1.jpg; Rocket_Eruca sativa/Rocket_Eruca sativa_2.jpg,"February, March, September, October, November","February, March, August, September, October, November","March, April, May, June, July, August, September, October",,"March, April, May, August, September, October, November"
Rocket- Olivetta,Diplotaxis erucoides,herb,Perennial 25cm; Popular Italian variety,80 days,10cm,3mm,"Part or full sun, well drained moist soil",Spring and autumn,10-21 days @ 15-20°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Sweet and sour flavour,". *Smooth Leaf Arugula* or **White Wall Rocket** is an annual reaching 25cm with vigorous upright growth featuring long narrow leaves that have an excellent nutty flavor. As a long-season variety with high productivity, it's a popular choice for Italian dishes like pastas, pesto’s, and risottos. Its leaves are best harvested young, making it suitable as a cut-and-come-again plant or baby leaf crop.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Rocket- Olivetta_Diplotaxis erucoides/Rocket- Olivetta_Diplotaxis erucoides_1.jpg; Rocket- Olivetta_Diplotaxis erucoides/Rocket- Olivetta_Diplotaxis erucoides_2.jpg,"February, March, September, October, November","February, March, August, September, October, November","March, April, May, June, July, August, September, October",,"March, April, May, August, September, October, November"
Rocket- Wasabi,Diplotaxis erucoides,herb,Annual 25cm; Wasabi-like flavour,60 days,10cm,3mm,"Part or full sun, well drained moist soil",Spring and autumn,7-14 days @ 15-20°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Wasabi-like flavour; Sweet and sour flavour,"**Wasabi Radish** is an annual growing to 25cm, with an upright habit and elongated green spoon-shaped leaves that are *serrated* along the edges. Its flavour profile is similar to wasabi or horseradish, with a medium fiery heat level, making it perfect for adding a kick to salads, sandwiches, or seafood dishes. The leaves and small white flowers are entirely edible, and this plant can thrive in containers when young leaves are regularly harvested.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Rocket- Wasabi_Diplotaxis erucoides/Rocket- Wasabi_Diplotaxis erucoides_1.jpg,"February, March, September, October, November","February, March, August, September, October, November","March, April, May, June, July, August, September, October",,"March, April, May, August, September, October, November"
Rosemary,Salvia rosmarinus,herb,Perennial 100cm; Culinary and medicinal herb; Highly aromatic,100-150 days,150cm,3mm,"Full sun, moist well drained soil",Spring and autumn,15-25 days @ 21-27°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Sweet and sour flavour; Best flavour of the common thyme varieties,"**Rosemary** is a perennial growing up to 100cm, boasting a bushy evergreen shrub habit with green needle-like leaves that add an unmistakable flavor to meats, vegetables, soups, stews, sauces, and pasta dishes. Its highly aromatic nature not only delights the palate but also has medicinal uses. This versatile plant is often grown as both an ornamental for its attractiveness and a hedge due to its compact growth.",Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Rosemary_Salvia rosmarinus/Rosemary_Salvia rosmarinus_1.jpg; Rosemary_Salvia rosmarinus/Rosemary_Salvia rosmarinus_2.jpg; Rosemary_Salvia rosmarinus/Rosemary_Salvia rosmarinus_3.jpg; Rosemary_Salvia rosmarinus/Rosemary_Salvia rosmarinus_4.jpg,"March, April, May, September, October, November","March, April, May, September, October, November","March, April, May, September, October","May, June","March, April, May, September, October, November"
Rue,Ruta graveolens,herb,Perennial 50cm; Medicinal herb; Good for borders and rockeries,110-130 days,50cm,5mm,"Part or full sun, moist well drained soil",Spring,7-21 days @ 20-22°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Sweet and sour flavour,"**Lemon Balm** is an evergreen perennial growing up to 50cm, characterized by upright stems bearing blue-green leaves that give off small yellow flowers with a 4-petaled structure. Its fragrance has an orange-like intensity and it's known for its medicinal uses. This plant is ideal for borders and rockeries due to its compact size and attractive foliage.",Rockeries; Borders; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Rue_Ruta graveolens/Rue_Ruta graveolens_1.jpg; Rue_Ruta graveolens/Rue_Ruta graveolens_2.jpg; Rue_Ruta graveolens/Rue_Ruta graveolens_3.jpg,"September, October, November",,,,
Sage,Salvia officinalis,herb,Perennial 45cm; Culinary and medicinal herb; Very aromatic,60-90 days,50cm,5mm,"Full sun, well drained soil",Spring or after frost,7-21 days @ 18-21°C,Sow direct or raise seedlings,Hardy Perennial,Sweet and sour flavour; Best flavour of the common thyme varieties,"**Thyme** is a perennial growing up to 45cm, distinguished by long, velvet-like grey-green leaves that are used to add flavor to poultry, meat, pasta, soups, and stews. Its aromatic nature not only enhances dishes but also has medicinal uses. Thyme is known for attracting bees, adding to its charm as an ornamental.",Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Sage_Salvia officinalis/Sage_Salvia officinalis_1.jpg; Sage_Salvia officinalis/Sage_Salvia officinalis_2.jpg; Sage_Salvia officinalis/Sage_Salvia officinalis_3.jpg; Sage_Salvia officinalis/Sage_Salvia officinalis_4.jpg,"September, October, November","September, October, November, December","August, September, October, November","May, June, July","June, July"
